source,target,weight
MGYP002587273299,MGYP000645835333,0.581
MGYP002587273299,MGYP002587273299,1.0
MGYP002587273299,MGYP001002763158,0.61
MGYP000645835333,MGYP003166347117,0.585
MGYP000645835333,MGYP001512710639,0.608
MGYP000645835333,MGYP003374603834,0.583
MGYP000645835333,MGYP000089953553,0.583
MGYP000645835333,MGYP000645835333,1.0
MGYP000645835333,MGYP001002763158,0.528
MGYP000089953553,MGYP003166347117,0.634
MGYP000089953553,MGYP001512710639,0.63
MGYP000089953553,MGYP003374603834,0.623
MGYP000089953553,MGYP000089953553,1.0
MGYP000089953553,MGYP001002763158,0.555
MGYP003374603834,MGYP002558275510,0.404
MGYP003374603834,MGYP003166347117,0.631
MGYP003374603834,MGYP001512710639,0.634
MGYP003374603834,MGYP003374603834,1.0
MGYP003374603834,MGYP001002763158,0.604
MGYP001512710639,MGYP003166347117,0.681
MGYP001512710639,MGYP001512710639,1.0
MGYP001512710639,MGYP001002763158,0.569
MGYP001002763158,MGYP003166347117,0.572
MGYP001002763158,MGYP000970838459,0.417
MGYP001002763158,MGYP001002763158,1.0
MGYP003166347117,MGYP003166347117,1.0
MGYP001594424730,MGYP001614986683,0.446
MGYP001594424730,MGYP001594424730,1.0
MGYP001594424730,MGYP006057203535,0.528
MGYP001594424730,MGYP001329288691,0.436
MGYP001329288691,MGYP001329288691,1.0
MGYP000433431061,MGYP000433431061,1.0
MGYP001496141859,MGYP001496141859,1.0
MGYP001473580459,MGYP001473580459,1.0
MGYP000921238995,MGYP000921238995,1.0
MGYP000906628423,MGYP000258393462,0.439
MGYP000906628423,MGYP000906628423,1.0
MGYP000258393462,MGYP000258393462,1.0
MGYP001597413679,MGYP001597413679,1.0
MGYP005730952229,MGYP005730952229,1.0
MGYP006258323393,MGYP006258323393,1.0
MGYP003968848259,MGYP003968848259,1.0
MGYP002616095871,MGYP002616095871,1.0
MGYP002616095871,MGYP001102811518,0.76
MGYP002616095871,MGYP000775536680,0.558
MGYP001102811518,MGYP001102811518,1.0
MGYP000775536680,MGYP000775536680,1.0
MGYP000030060663,MGYP000030060663,1.0
MGYP000030060663,MGYP000823844477,0.822
MGYP000823844477,MGYP000823844477,1.0
MGYP000391789199,MGYP000391789199,1.0
MGYP003193853681,MGYP003193853681,1.0
MGYP003193853681,MGYP002544317231,0.57
MGYP003193853681,MGYP000462366504,0.43
MGYP002544317231,MGYP002544317231,1.0
MGYP002544317231,MGYP000462366504,0.441
MGYP000462366504,MGYP000462366504,1.0
MGYP005871068323,MGYP005871068323,1.0
MGYP001278573178,MGYP001278573178,1.0
MGYP001033459955,MGYP001033459955,1.0
MGYP000138417152,MGYP000138417152,1.0
MGYP000138417152,MGYP003449346189,0.469
MGYP000138417152,MGYP001088449562,0.424
MGYP003449346189,MGYP003449346189,1.0
MGYP001088449562,MGYP001088449562,1.0
MGYP006145434469,MGYP006145434469,1.0
MGYP001548001115,MGYP001548001115,1.0
MGYP000131235544,MGYP000131235544,1.0
MGYP003368452250,MGYP003368452250,1.0
MGYP002723221050,MGYP002723221050,1.0
MGYP001199069707,MGYP001199069707,1.0
MGYP001199069707,MGYP001394180419,0.634
MGYP001199069707,MGYP000978871724,0.426
MGYP001394180419,MGYP001394180419,1.0
MGYP001394180419,MGYP000004956664,0.408
MGYP001463263974,MGYP000114032454,0.411
MGYP001463263974,MGYP001463263974,1.0
MGYP001463263974,MGYP000978871724,0.42
MGYP000978871724,MGYP001454521666,0.428
MGYP000978871724,MGYP000990965057,0.414
MGYP000978871724,MGYP002637618904,0.4
MGYP000978871724,MGYP000875161514,0.433
MGYP000978871724,MGYP000978871724,1.0
MGYP000978871724,MGYP003577806953,0.507
MGYP000978871724,MGYP000004956664,0.432
MGYP001245417104,MGYP001245417104,1.0
MGYP000520278884,MGYP000520278884,1.0
MGYP000808183660,MGYP000808183660,1.0
MGYP003851390369,MGYP003851390369,1.0
MGYP001284294473,MGYP001284294473,1.0
MGYP000560680742,MGYP000836160303,0.568
MGYP000560680742,MGYP004509085457,0.738
MGYP000560680742,MGYP004540030359,0.577
MGYP000560680742,MGYP000560680742,1.0
MGYP002834496230,MGYP002834496230,1.0
MGYP001379122623,MGYP001379122623,1.0
MGYP001327140997,MGYP001327140997,1.0
MGYP001366208089,MGYP001366208089,1.0
MGYP003196912560,MGYP003196912560,1.0
MGYP003196912560,MGYP001518609636,0.536
MGYP003196912560,MGYP003510910288,0.543
MGYP001518609636,MGYP003510910288,0.491
MGYP001518609636,MGYP001518609636,1.0
MGYP001518609636,MGYP001777882703,0.817
MGYP003510910288,MGYP003510910288,1.0
MGYP003510910288,MGYP001777882703,0.47
MGYP002840813202,MGYP002840813202,1.0
MGYP001572271935,MGYP001572271935,1.0
MGYP001180533028,MGYP001180533028,1.0
MGYP001180533028,MGYP001194114031,0.679
MGYP001180533028,MGYP001292258309,0.742
MGYP001180533028,MGYP001400709146,0.68
MGYP001180533028,MGYP001237445415,0.458
MGYP001194114031,MGYP001194114031,1.0
MGYP001194114031,MGYP001400709146,0.748
MGYP001194114031,MGYP001292258309,0.759
MGYP001194114031,MGYP001237445415,0.452
MGYP001292258309,MGYP001400709146,0.739
MGYP001292258309,MGYP001292258309,1.0
MGYP001400709146,MGYP001237445415,0.463
MGYP001400709146,MGYP001400709146,1.0
MGYP001237445415,MGYP001237445415,1.0
MGYP003466279391,MGYP003466279391,1.0
MGYP003381472791,MGYP003381472791,1.0
MGYP005983859037,MGYP005983859037,1.0
MGYP000874894746,MGYP000874894746,1.0
MGYP006115770789,MGYP006115770789,1.0
MGYP000850611519,MGYP000850611519,1.0
MGYP005760342571,MGYP005760342571,1.0
MGYP005760342571,MGYP004707627243,0.556
MGYP005760342571,MGYP000180421457,0.429
MGYP004707627243,MGYP000180421457,0.423
MGYP004707627243,MGYP004707627243,1.0
MGYP000180421457,MGYP000180421457,1.0
MGYP002097459013,MGYP000369388215,0.424
MGYP002097459013,MGYP002097459013,1.0
MGYP002097459013,MGYP004537990815,0.413
MGYP002097459013,MGYP000454781986,0.427
MGYP002097459013,MGYP003209376639,0.423
MGYP002097459013,MGYP000790265781,0.43
MGYP002097459013,MGYP002647451822,0.406
MGYP002097459013,MGYP002548593200,0.404
MGYP002097459013,MGYP000432918253,0.419
MGYP004527551593,MGYP002772374854,0.547
MGYP004527551593,MGYP000242428424,0.618
MGYP004527551593,MGYP001122640769,0.606
MGYP004527551593,MGYP004527551593,1.0
MGYP004527551593,MGYP000107991404,0.576
MGYP004537990815,MGYP000369388215,0.483
MGYP004537990815,MGYP000454781986,0.47
MGYP004537990815,MGYP004537990815,1.0
MGYP004537990815,MGYP003209376639,0.477
MGYP004537990815,MGYP000790265781,0.468
MGYP004537990815,MGYP000432918253,0.468
MGYP000970211444,MGYP001725544198,0.608
MGYP000970211444,MGYP004508035825,0.404
MGYP000970211444,MGYP000836895519,0.481
MGYP000970211444,MGYP000572664961,0.481
MGYP000970211444,MGYP000785408389,0.528
MGYP000970211444,MGYP000970211444,1.0
MGYP002624607216,MGYP002624607216,1.0
MGYP000242428424,MGYP002772374854,0.552
MGYP000242428424,MGYP000242428424,1.0
MGYP000242428424,MGYP001122640769,0.592
MGYP000242428424,MGYP000107991404,0.577
MGYP000107991404,MGYP002772374854,0.527
MGYP000107991404,MGYP001122640769,0.55
MGYP000107991404,MGYP000107991404,1.0
MGYP004537178793,MGYP002548593200,0.695
MGYP004537178793,MGYP002647451822,0.517
MGYP004537178793,MGYP004537178793,1.0
MGYP004537178793,MGYP002082439762,0.646
MGYP004537178793,MGYP002611822732,0.536
MGYP000432918253,MGYP000369388215,0.846
MGYP000432918253,MGYP000454781986,0.835
MGYP000432918253,MGYP001016106376,0.848
MGYP000432918253,MGYP000790265781,0.802
MGYP000432918253,MGYP000432918253,1.0
MGYP000432918253,MGYP003209376639,0.819
MGYP001725544198,MGYP001725544198,1.0
MGYP001725544198,MGYP000785408389,0.506
MGYP001725544198,MGYP000836895519,0.451
MGYP001725544198,MGYP000572664961,0.454
MGYP001725544198,MGYP004508035825,0.402
MGYP001725544198,MGYP000584739384,0.446
MGYP000454781986,MGYP000369388215,0.846
MGYP000454781986,MGYP000454781986,1.0
MGYP000454781986,MGYP003209376639,0.837
MGYP000454781986,MGYP000790265781,0.825
MGYP000454781986,MGYP002647451822,0.419
MGYP002082439762,MGYP002611822732,0.539
MGYP002082439762,MGYP002082439762,1.0
MGYP002082439762,MGYP001087628112,0.423
MGYP002732154977,MGYP002732154977,1.0
MGYP000954542637,MGYP000954542637,1.0
MGYP002286473828,MGYP002286473828,1.0
MGYP000835720280,MGYP000835720280,1.0
MGYP003438806512,MGYP003438806512,1.0
MGYP003438806512,MGYP001043585438,0.863
MGYP003438806512,MGYP006388681693,0.784
MGYP003438806512,MGYP003598867756,0.709
MGYP003438806512,MGYP001019143354,0.712
MGYP003438806512,MGYP000341654748,0.702
MGYP001043585438,MGYP003598867756,0.712
MGYP001043585438,MGYP006388681693,0.76
MGYP001043585438,MGYP001043585438,1.0
MGYP006388681693,MGYP003598867756,0.8
MGYP006388681693,MGYP001019143354,0.779
MGYP006388681693,MGYP006388681693,1.0
MGYP006388681693,MGYP000341654748,0.69
MGYP003598867756,MGYP003598867756,1.0
MGYP003598867756,MGYP001019143354,0.673
MGYP001019143354,MGYP001019143354,1.0
MGYP001019143354,MGYP000341654748,0.667
MGYP000341654748,MGYP000341654748,1.0
MGYP001183306196,MGYP001183306196,1.0
MGYP003118811596,MGYP003118811596,1.0
MGYP003118811596,MGYP001448486058,0.453
MGYP001448486058,MGYP001448486058,1.0
MGYP001260145557,MGYP000231641495,0.433
MGYP001260145557,MGYP001260145557,1.0
MGYP005990203873,MGYP001451863261,0.494
MGYP005990203873,MGYP005990203873,1.0
MGYP006287904319,MGYP001451863261,0.402
MGYP006287904319,MGYP006287904319,1.0
MGYP002861253880,MGYP002861253880,1.0
MGYP002819516476,MGYP002819516476,1.0
MGYP001228547408,MGYP001420877106,0.409
MGYP001228547408,MGYP001228547408,1.0
MGYP002835808681,MGYP002835808681,1.0
MGYP000231641495,MGYP000231641495,1.0
MGYP006272749315,MGYP006272749315,1.0
MGYP001451863261,MGYP001451863261,1.0
MGYP001420877106,MGYP001420877106,1.0
MGYP001327800651,MGYP000381931889,0.615
MGYP001327800651,MGYP001327800651,1.0
MGYP001825089010,MGYP001825089010,1.0
MGYP001825089010,MGYP000955846138,0.625
MGYP002574632829,MGYP002574632829,1.0
MGYP002574632829,MGYP004511668415,0.683
MGYP002574632829,MGYP004473518205,0.682
MGYP002574632829,MGYP000418507406,0.494
MGYP002574632829,MGYP002558002436,0.495
MGYP004511668415,MGYP000418507406,0.527
MGYP004511668415,MGYP002558002436,0.533
MGYP004511668415,MGYP004511668415,1.0
MGYP004511668415,MGYP004473518205,0.914
MGYP004473518205,MGYP000418507406,0.539
MGYP004473518205,MGYP002558002436,0.557
MGYP004473518205,MGYP004473518205,1.0
MGYP000418507406,MGYP000418507406,1.0
MGYP000418507406,MGYP002558002436,0.506
MGYP002558002436,MGYP002558002436,1.0
MGYP002656815642,MGYP002656815642,1.0
MGYP002656815642,MGYP006341561415,0.764
MGYP002656815642,MGYP000872799131,0.614
MGYP002656815642,MGYP003340396382,0.537
MGYP002656815642,MGYP000075446490,0.5
MGYP002656815642,MGYP001408450232,0.527
MGYP002656815642,MGYP000787376240,0.495
MGYP002656815642,MGYP000871233085,0.468
MGYP002656815642,MGYP000886455775,0.45
MGYP002656815642,MGYP001262742670,0.458
MGYP002656815642,MGYP002563048889,0.436
MGYP006341561415,MGYP006341561415,1.0
MGYP006341561415,MGYP000872799131,0.659
MGYP006341561415,MGYP003340396382,0.508
MGYP006341561415,MGYP000787376240,0.508
MGYP006341561415,MGYP000075446490,0.467
MGYP000872799131,MGYP000787376240,0.51
MGYP000872799131,MGYP000872799131,1.0
MGYP000872799131,MGYP003340396382,0.559
MGYP000872799131,MGYP000871233085,0.495
MGYP000872799131,MGYP000075446490,0.478
MGYP000872799131,MGYP000886455775,0.48
MGYP000872799131,MGYP001262742670,0.46
MGYP000872799131,MGYP002563048889,0.435
MGYP003340396382,MGYP000787376240,0.523
MGYP003340396382,MGYP002563048889,0.435
MGYP003340396382,MGYP000075446490,0.489
MGYP003340396382,MGYP000871233085,0.463
MGYP003340396382,MGYP001262742670,0.461
MGYP003340396382,MGYP003340396382,1.0
MGYP003340396382,MGYP000886455775,0.485
MGYP000075446490,MGYP000787376240,0.487
MGYP000075446490,MGYP000075446490,1.0
MGYP000075446490,MGYP000871233085,0.45
MGYP001408450232,MGYP005747360961,0.506
MGYP001408450232,MGYP000787376240,0.526
MGYP001408450232,MGYP003213604049,0.517
MGYP001408450232,MGYP002563048889,0.451
MGYP001408450232,MGYP000871233085,0.468
MGYP001408450232,MGYP001408450232,1.0
MGYP001408450232,MGYP000886455775,0.463
MGYP001408450232,MGYP001262742670,0.463
MGYP000787376240,MGYP000787376240,1.0
MGYP000787376240,MGYP003213604049,0.622
MGYP000787376240,MGYP000886455775,0.491
MGYP000787376240,MGYP000871233085,0.461
MGYP000787376240,MGYP001262742670,0.443
MGYP000787376240,MGYP002563048889,0.432
MGYP000871233085,MGYP003213604049,0.457
MGYP000871233085,MGYP002563048889,0.433
MGYP000871233085,MGYP000871233085,1.0
MGYP000871233085,MGYP000886455775,0.482
MGYP000871233085,MGYP001262742670,0.439
MGYP000886455775,MGYP003213604049,0.5
MGYP000886455775,MGYP002563048889,0.455
MGYP000886455775,MGYP001262742670,0.469
MGYP000886455775,MGYP000886455775,1.0
MGYP001262742670,MGYP005747360961,0.486
MGYP001262742670,MGYP003213604049,0.436
MGYP001262742670,MGYP002563048889,0.412
MGYP001262742670,MGYP001262742670,1.0
MGYP002563048889,MGYP002563048889,1.0
MGYP002783900045,MGYP002783900045,1.0
MGYP000556566385,MGYP000556566385,1.0
MGYP000556566385,MGYP001312408776,0.433
MGYP001312408776,MGYP002260195064,0.407
MGYP001312408776,MGYP001312408776,1.0
MGYP002260195064,MGYP002260195064,1.0
MGYP002260195064,MGYP001819440403,0.471
MGYP003382869218,MGYP003382869218,1.0
MGYP004632584737,MGYP004632584737,1.0
MGYP004632584737,MGYP003377606373,0.59
MGYP004632584737,MGYP002552464713,0.465
MGYP004632584737,MGYP000964514929,0.408
MGYP003377606373,MGYP002552464713,0.485
MGYP003377606373,MGYP000964514929,0.483
MGYP003377606373,MGYP003377606373,1.0
MGYP002552464713,MGYP000312480379,0.471
MGYP002552464713,MGYP002552464713,1.0
MGYP002552464713,MGYP000964514929,0.712
MGYP000964514929,MGYP000312480379,0.467
MGYP000964514929,MGYP000964514929,1.0
MGYP000137173053,MGYP000137173053,1.0
MGYP000312480379,MGYP000312480379,1.0
MGYP000274802634,MGYP000274802634,1.0
MGYP005936312663,MGYP005768152381,0.537
MGYP005936312663,MGYP002563088883,0.505
MGYP005936312663,MGYP000760659397,0.443
MGYP005936312663,MGYP002530240206,0.463
MGYP005936312663,MGYP005936312663,1.0
MGYP005768152381,MGYP005768152381,1.0
MGYP005768152381,MGYP002563088883,0.673
MGYP005768152381,MGYP002530240206,0.579
MGYP005768152381,MGYP000760659397,0.456
MGYP002563088883,MGYP002563088883,1.0
MGYP002563088883,MGYP002530240206,0.573
MGYP002563088883,MGYP000760659397,0.444
MGYP002686129025,MGYP002574048817,0.417
MGYP002686129025,MGYP002686129025,1.0
MGYP002530240206,MGYP000760659397,0.425
MGYP002530240206,MGYP002530240206,1.0
MGYP000792358098,MGYP000792358098,1.0
MGYP000792358098,MGYP000692866702,0.962
MGYP000634844231,MGYP000634844231,1.0
MGYP001432914334,MGYP001432914334,1.0
MGYP000855600126,MGYP000855600126,1.0
MGYP000377078328,MGYP000377078328,1.0
MGYP005904515745,MGYP005904515745,1.0
MGYP001127214015,MGYP001127214015,1.0
MGYP003581649393,MGYP003581649393,1.0
MGYP002827433615,MGYP002827433615,1.0
MGYP003615183435,MGYP003615183435,1.0
MGYP003615183435,MGYP001039411298,0.511
MGYP001039411298,MGYP001039411298,1.0
MGYP001589079941,MGYP001589079941,1.0
MGYP000945017864,MGYP000945017864,1.0
MGYP003272659951,MGYP003272659951,1.0
MGYP001765731754,MGYP001765731754,1.0
MGYP001765731754,MGYP001367882221,0.628
MGYP001765731754,MGYP000380317352,0.555
MGYP001765731754,MGYP001439687092,0.532
MGYP001765731754,MGYP002738686524,0.536
MGYP001765731754,MGYP003346395418,0.481
MGYP001765731754,MGYP001184159639,0.424
MGYP001765731754,MGYP000339810822,0.492
MGYP001765731754,MGYP003195844079,0.528
MGYP001367882221,MGYP001367882221,1.0
MGYP001367882221,MGYP000380317352,0.568
MGYP001367882221,MGYP003346395418,0.531
MGYP001367882221,MGYP002738686524,0.522
MGYP001367882221,MGYP001439687092,0.535
MGYP001367882221,MGYP000629986998,0.512
MGYP001367882221,MGYP000339810822,0.517
MGYP001367882221,MGYP001184159639,0.441
MGYP001367882221,MGYP005610784717,0.485
MGYP001367882221,MGYP000782722287,0.451
MGYP001367882221,MGYP003195844079,0.475
MGYP000380317352,MGYP000339810822,0.536
MGYP000380317352,MGYP000380317352,1.0
MGYP000380317352,MGYP003195844079,0.498
MGYP000380317352,MGYP002738686524,0.485
MGYP000380317352,MGYP001184159639,0.437
MGYP000380317352,MGYP001468262204,0.426
MGYP001439687092,MGYP005610784717,0.537
MGYP001439687092,MGYP001454683999,0.437
MGYP001439687092,MGYP003346395418,0.577
MGYP001439687092,MGYP003279819894,0.523
MGYP001439687092,MGYP000629986998,0.57
MGYP001439687092,MGYP001439687092,1.0
MGYP002738686524,MGYP000339810822,0.584
MGYP002738686524,MGYP003346395418,0.452
MGYP002738686524,MGYP002738686524,1.0
MGYP002738686524,MGYP002620089997,0.542
MGYP003346395418,MGYP001454683999,0.423
MGYP003346395418,MGYP003346395418,1.0
MGYP003346395418,MGYP005610784717,0.495
MGYP003346395418,MGYP000339810822,0.543
MGYP003346395418,MGYP003195844079,0.457
MGYP003346395418,MGYP003279819894,0.503
MGYP001184159639,MGYP006220179175,0.608
MGYP001184159639,MGYP001430753120,0.646
MGYP001184159639,MGYP001454683999,0.639
MGYP001184159639,MGYP001184159639,1.0
MGYP001184159639,MGYP001199881185,0.509
MGYP001454683999,MGYP006220179175,0.911
MGYP001454683999,MGYP000339810822,0.448
MGYP001454683999,MGYP001430753120,0.946
MGYP001454683999,MGYP001454683999,1.0
MGYP000669955449,MGYP000669955449,1.0
MGYP000669955449,MGYP005842608575,0.685
MGYP001379687153,MGYP001379687153,1.0
MGYP000423407787,MGYP000423407787,1.0
MGYP000690875605,MGYP000690875605,1.0
MGYP006296510095,MGYP006296510095,1.0
MGYP001228451111,MGYP001228451111,1.0
MGYP002596866649,MGYP002596866649,1.0
MGYP002596866649,MGYP003021813834,0.845
MGYP003021813834,MGYP003021813834,1.0
MGYP003341106546,MGYP003341106546,1.0
MGYP003341106546,MGYP001464252905,0.494
MGYP001464252905,MGYP001464252905,1.0
MGYP001596278600,MGYP001596278600,1.0
MGYP004729416753,MGYP002752911214,0.402
MGYP004729416753,MGYP004729416753,1.0
MGYP004729416753,MGYP003457078689,0.407
MGYP002752911214,MGYP002752911214,1.0
MGYP002752911214,MGYP003457078689,0.436
MGYP002752911214,MGYP003411088187,0.442
MGYP002752911214,MGYP000131290423,0.404
MGYP002752911214,MGYP003184746403,0.402
MGYP001457775791,MGYP001457775791,1.0
MGYP001411890843,MGYP001411890843,1.0
MGYP001199276631,MGYP001199276631,1.0
MGYP000593997352,MGYP000593997352,1.0
MGYP001557659461,MGYP001557659461,1.0
MGYP000094007635,MGYP000094007635,1.0
MGYP003350594124,MGYP003350594124,1.0
MGYP000415633168,MGYP002553869966,0.445
MGYP000415633168,MGYP003398140532,0.619
MGYP000415633168,MGYP000415633168,1.0
MGYP000415633168,MGYP005671574291,0.501
MGYP005671574291,MGYP002553869966,0.448
MGYP005671574291,MGYP005671574291,1.0
MGYP001301863165,MGYP001301863165,1.0
MGYP000869497408,MGYP000869497408,1.0
MGYP000869497408,MGYP000488109634,0.517
MGYP000869497408,MGYP000885189720,0.487
MGYP000869497408,MGYP001739114898,0.518
MGYP000869497408,MGYP003614279793,0.467
MGYP000869497408,MGYP003169436867,0.456
MGYP000869497408,MGYP000585491041,0.42
MGYP000869497408,MGYP003305962233,0.433
MGYP000488109634,MGYP000885189720,0.467
MGYP000488109634,MGYP000488109634,1.0
MGYP000488109634,MGYP003614279793,0.804
MGYP000488109634,MGYP001739114898,0.672
MGYP000885189720,MGYP000938014796,0.405
MGYP000885189720,MGYP000885189720,1.0
MGYP000885189720,MGYP001739114898,0.496
MGYP000885189720,MGYP003169436867,0.459
MGYP000885189720,MGYP000585491041,0.411
MGYP000885189720,MGYP000820604111,0.436
MGYP000885189720,MGYP000929955119,0.415
MGYP001739114898,MGYP003614279793,0.634
MGYP001739114898,MGYP001739114898,1.0
MGYP001739114898,MGYP003169436867,0.481
MGYP001739114898,MGYP003305962233,0.431
MGYP003614279793,MGYP000720986015,0.486
MGYP003614279793,MGYP003614279793,1.0
MGYP003169436867,MGYP000938014796,0.426
MGYP003169436867,MGYP000720986015,0.705
MGYP003169436867,MGYP003305962233,0.456
MGYP003169436867,MGYP003169436867,1.0
MGYP000585491041,MGYP000938014796,0.514
MGYP000585491041,MGYP000585491041,1.0
MGYP000585491041,MGYP000820604111,0.5
MGYP000585491041,MGYP000929955119,0.478
MGYP000674502535,MGYP000674502535,1.0
MGYP000674502535,MGYP001244807290,0.42
MGYP000929955119,MGYP000938014796,0.559
MGYP000929955119,MGYP000929955119,1.0
MGYP000929955119,MGYP000820604111,0.575
MGYP000445670218,MGYP000445670218,1.0
MGYP000445670218,MGYP003446329585,0.681
MGYP000445670218,MGYP001153782460,0.406
MGYP003446329585,MGYP001153782460,0.408
MGYP003446329585,MGYP003446329585,1.0
MGYP001153782460,MGYP002588760646,0.402
MGYP001153782460,MGYP001549957677,0.469
MGYP001153782460,MGYP003254853826,0.781
MGYP001153782460,MGYP001153782460,1.0
MGYP004594186441,MGYP004594186441,1.0
MGYP003254853826,MGYP001549957677,0.411
MGYP003254853826,MGYP003254853826,1.0
MGYP001549957677,MGYP001549957677,1.0
MGYP002588760646,MGYP002588760646,1.0
MGYP002631422652,MGYP002631422652,1.0
MGYP003869627569,MGYP002344948958,0.458
MGYP003869627569,MGYP000837655212,0.476
MGYP003869627569,MGYP001030461088,0.414
MGYP003869627569,MGYP003869627569,1.0
MGYP003869627569,MGYP000954954607,0.438
MGYP002814624641,MGYP002814624641,1.0
MGYP002814624641,MGYP000954954607,0.424
MGYP003294127573,MGYP003294127573,1.0
MGYP005735725427,MGYP005735725427,1.0
MGYP001472481660,MGYP001472481660,1.0
MGYP002101764750,MGYP002101764750,1.0
MGYP002101764750,MGYP000395554186,0.968
MGYP000395554186,MGYP000395554186,1.0
MGYP001387858811,MGYP001387858811,1.0
MGYP002782361204,MGYP002782361204,1.0
MGYP002782361204,MGYP002784592950,0.503
MGYP002784592950,MGYP002784592950,1.0
MGYP003276857324,MGYP003276857324,1.0
MGYP003276857324,MGYP000507780415,0.576
MGYP003276857324,MGYP001143894074,0.536
MGYP003276857324,MGYP000236361358,0.433
MGYP003276857324,MGYP001108563298,0.437
MGYP003276857324,MGYP001343216280,0.402
MGYP000507780415,MGYP000507780415,1.0
MGYP000507780415,MGYP000236361358,0.415
MGYP000507780415,MGYP000339933452,0.402
MGYP000507780415,MGYP001108563298,0.404
MGYP001143894074,MGYP001143894074,1.0
MGYP000236361358,MGYP002857690279,0.472
MGYP000236361358,MGYP000300349244,0.442
MGYP000236361358,MGYP001343216280,0.472
MGYP000236361358,MGYP000236361358,1.0
MGYP000236361358,MGYP001108563298,0.439
MGYP000236361358,MGYP000339933452,0.426
MGYP000236361358,MGYP002519772351,0.421
MGYP000236361358,MGYP003082030859,0.425
MGYP000236361358,MGYP000086930402,0.422
MGYP000236361358,MGYP002798136079,0.424
MGYP001108563298,MGYP001343216280,0.427
MGYP001108563298,MGYP002798136079,0.409
MGYP001108563298,MGYP001108563298,1.0
MGYP001108563298,MGYP002978540473,0.44
MGYP001343216280,MGYP002857690279,0.481
MGYP001343216280,MGYP000300349244,0.426
MGYP001343216280,MGYP001343216280,1.0
MGYP001343216280,MGYP000086930402,0.434
MGYP001343216280,MGYP003082030859,0.433
MGYP001343216280,MGYP002519772351,0.427
MGYP001343216280,MGYP000339933452,0.414
MGYP001343216280,MGYP002798136079,0.428
MGYP000300349244,MGYP002857690279,0.464
MGYP000300349244,MGYP000300349244,1.0
MGYP000300349244,MGYP000339933452,0.409
MGYP002857690279,MGYP002857690279,1.0
MGYP002857690279,MGYP000339933452,0.426
MGYP002857690279,MGYP000086930402,0.424
MGYP002857690279,MGYP002798136079,0.431
MGYP002857690279,MGYP003082030859,0.424
MGYP002857690279,MGYP002519772351,0.413
MGYP000339933452,MGYP002798136079,0.524
MGYP000339933452,MGYP003082030859,0.499
MGYP000339933452,MGYP000086930402,0.503
MGYP000339933452,MGYP000339933452,1.0
MGYP002519772351,MGYP002519772351,1.0
MGYP000086930402,MGYP002798136079,0.835
MGYP000086930402,MGYP003082030859,0.948
MGYP000086930402,MGYP000086930402,1.0
MGYP003082030859,MGYP002798136079,0.834
MGYP003082030859,MGYP003082030859,1.0
MGYP002978540473,MGYP002978540473,1.0
MGYP002407697382,MGYP002407697382,1.0
MGYP002407697382,MGYP000836237301,0.464
MGYP002407697382,MGYP003213122128,0.45
MGYP002407697382,MGYP000741913665,0.46
MGYP002407697382,MGYP002521951880,0.449
MGYP002407697382,MGYP000663780051,0.476
MGYP002407697382,MGYP001081648088,0.444
MGYP002407697382,MGYP000112807358,0.471
MGYP000836237301,MGYP000112807358,0.472
MGYP000836237301,MGYP000836237301,1.0
MGYP000836237301,MGYP003213122128,0.778
MGYP000836237301,MGYP000741913665,0.478
MGYP000836237301,MGYP001081648088,0.475
MGYP000836237301,MGYP000663780051,0.48
MGYP000836237301,MGYP002521951880,0.458
MGYP003213122128,MGYP000112807358,0.483
MGYP003213122128,MGYP003213122128,1.0
MGYP003213122128,MGYP001081648088,0.47
MGYP003213122128,MGYP000741913665,0.463
MGYP003213122128,MGYP000663780051,0.478
MGYP003213122128,MGYP002521951880,0.457
MGYP000741913665,MGYP000112807358,0.599
MGYP000741913665,MGYP000741913665,1.0
MGYP000741913665,MGYP002521951880,0.632
MGYP000741913665,MGYP001081648088,0.573
MGYP000741913665,MGYP000663780051,0.581
MGYP002521951880,MGYP000112807358,0.573
MGYP002521951880,MGYP000663780051,0.553
MGYP002521951880,MGYP002521951880,1.0
MGYP002521951880,MGYP001081648088,0.556
MGYP000663780051,MGYP000112807358,0.917
MGYP000663780051,MGYP000663780051,1.0
MGYP000663780051,MGYP001081648088,0.646
MGYP001081648088,MGYP000112807358,0.625
MGYP001081648088,MGYP001081648088,1.0
MGYP000112807358,MGYP000112807358,1.0
MGYP002541559251,MGYP002541559251,1.0
MGYP002855351919,MGYP006093730881,0.457
MGYP002855351919,MGYP002855351919,1.0
MGYP002855351919,MGYP002554737502,0.5
MGYP002855351919,MGYP001691765617,0.445
MGYP002855351919,MGYP001001142699,0.437
MGYP002855351919,MGYP006241733933,0.445
MGYP002554737502,MGYP006093730881,0.487
MGYP002554737502,MGYP001001142699,0.472
MGYP002554737502,MGYP002554737502,1.0
MGYP002554737502,MGYP001691765617,0.454
MGYP001001142699,MGYP006093730881,0.419
MGYP001001142699,MGYP001001142699,1.0
MGYP001001142699,MGYP000710549445,0.405
MGYP001691765617,MGYP001691765617,1.0
MGYP001333193178,MGYP001333193178,1.0
MGYP000813927528,MGYP000813927528,1.0
MGYP003433397450,MGYP003433397450,1.0
MGYP001005821131,MGYP001005821131,1.0
MGYP000124450894,MGYP000124450894,1.0
