protein,cluster
MGYP000780619709,503
MGYP000798690383,503
MGYP002596938626,503
MGYP003584722716,503
MGYP001400952548,503
MGYP001824027139,936
MGYP000679240596,937
MGYP001166763039,938
MGYP001355287053,938
MGYP001004318978,939
MGYP001529831826,940
MGYP003560635779,940
MGYP000977086967,940
MGYP001096185084,941
MGYP002614861146,198
MGYP000009481840,198
MGYP001822519623,942
MGYP000249587796,943
MGYP003106695301,944
MGYP003593264220,945
MGYP003378897403,946
MGYP002744620374,947
MGYP000150304799,947
MGYP003596861957,948
MGYP000481204406,948
MGYP000314597050,948
MGYP003098615616,948
MGYP004613896601,948
MGYP002472372465,948
MGYP001510586574,948
MGYP001890969770,948
MGYP000383395603,948
MGYP001540568384,948
MGYP001592374094,949
MGYP003253260679,950
MGYP005676724077,951
MGYP001575883536,952
MGYP004705374759,953
MGYP003173350953,675
MGYP005925080009,675
MGYP000955362303,675
MGYP000995422864,675
MGYP002703206933,675
MGYP002572524742,675
MGYP000667511309,675
MGYP003990248417,954
MGYP006167055163,955
MGYP001008775906,956
MGYP003991213459,957
MGYP003526725496,958
MGYP001381345334,959
MGYP003597506664,960
MGYP000854424982,961
MGYP003258104196,962
MGYP001082415487,963
MGYP000985078818,964
MGYP000787058695,965
MGYP001234416360,784
MGYP000045968214,710
MGYP001137784423,710
MGYP005750234105,710
MGYP001128946626,966
MGYP000351646774,966
MGYP002562504624,966
MGYP001404221674,966
MGYP000404819914,966
MGYP004472116895,966
MGYP001305614923,967
MGYP006273417631,968
MGYP001492448363,969
MGYP001712297930,970
MGYP003578907867,971
MGYP000519614094,972
MGYP000195142353,973
MGYP003584394198,974
MGYP001483119031,974
MGYP000648555663,974
MGYP006285959521,975
MGYP006080741587,976
MGYP006187416963,977
MGYP004629789995,978
MGYP003645993113,979
MGYP000959046240,980
MGYP000225874715,981
MGYP000337725901,982
MGYP000624123208,483
MGYP000670202327,483
MGYP001484752576,983
MGYP003565120124,983
MGYP001817440287,983
MGYP002654278467,983
MGYP000621252911,984
MGYP001812268335,159
MGYP000386322886,159
MGYP003918382093,159
MGYP000457176840,159
MGYP001245194959,159
MGYP000397336686,159
MGYP000916782241,159
MGYP003564703095,159
MGYP001157439325,159
MGYP006207730437,159
MGYP001123374932,159
MGYP000214242178,159
MGYP000028302011,159
MGYP000790890586,144
MGYP003226982770,144
MGYP001322388786,985
MGYP000912586967,986
MGYP003571432689,986
MGYP001106179792,987
MGYP001530791406,986
MGYP000960842815,244
MGYP003665780974,988
MGYP001151056576,989
MGYP001143032775,989
MGYP002712252262,990
MGYP000719522305,991
MGYP003220515733,992
MGYP003688109901,993
MGYP001050665198,994
MGYP005894157483,994
MGYP000724084051,995
MGYP001357364613,996
MGYP001487180273,997
MGYP001389089054,998
MGYP001282803371,999
MGYP001185234076,999
MGYP000354409984,1000
MGYP006452163235,1001
MGYP000587241783,664
MGYP001263864363,1002
MGYP002732513451,1003
MGYP004491691507,1003
MGYP003512220302,1004
MGYP000896981726,1005
MGYP002724772318,514
MGYP000636505741,514
MGYP002088039562,514
MGYP000383952048,514
MGYP003172722285,514
MGYP000522071759,514
MGYP000047760594,1006
MGYP000095106376,1007
MGYP000921372588,1008
MGYP003336069824,1009
MGYP003136903000,1010
MGYP003301860178,1011
MGYP003176545336,1011
MGYP002752088464,1012
MGYP000244482326,1013
MGYP005749412107,503
MGYP002803073620,503
MGYP001619476308,503
MGYP003433126494,503
MGYP003551207993,1015
MGYP001614854482,1015
MGYP000354193735,1016
MGYP003228497837,1016
MGYP000356861030,1017
MGYP001416813807,1018
MGYP001808279308,1019
MGYP001248548490,1020
MGYP001743248652,1021
MGYP003343284573,1022
MGYP001356351801,1023
MGYP000701821183,1024
MGYP000760903384,1025
MGYP003565229411,740
MGYP000427505405,1026
MGYP003618234836,1026
MGYP003367043594,1027
MGYP003491830418,270
MGYP000924251834,1028
MGYP004002839055,1029
MGYP001645803008,71
MGYP000793321218,71
MGYP006206924531,71
MGYP001085136687,71
MGYP000192518203,1030
MGYP004609091771,1031
MGYP005930887373,1031
MGYP001119653348,1031
MGYP003380039178,1032
MGYP001039521841,1032
MGYP001335469027,1033
MGYP006153616947,1034
MGYP003952013381,1035
MGYP001298203970,340
MGYP001828830817,340
MGYP005839938787,1036
MGYP001532982750,1037
MGYP000520924107,1038
MGYP000548617794,585
MGYP002583524416,585
MGYP000013576123,585
MGYP000531439649,1039
MGYP000803355699,1040
MGYP002716849792,1041
MGYP003295866608,1041
MGYP006079747985,1041
MGYP001042527562,1042
MGYP000817512509,1043
MGYP002676205161,1043
MGYP001097978991,1044
MGYP000642857338,1045
MGYP001106783313,1045
MGYP002623511009,1045
MGYP000885414912,238
MGYP000849092959,238
MGYP006275629885,238
MGYP003159930528,238
MGYP003405443002,238
MGYP000477553657,238
MGYP000933891741,238
MGYP000447256440,238
MGYP001409805197,238
MGYP000095095368,1046
MGYP002674742759,1047
MGYP001573069125,1048
MGYP000905762010,1049
MGYP001741753647,1049
MGYP004632326111,1050
MGYP001272382680,1051
MGYP001191081536,1051
MGYP004619102259,1052
MGYP000312849783,1052
MGYP000054659426,1052
MGYP003679834973,1053
MGYP001469819910,1054
MGYP005875259985,1055
MGYP000201999954,1056
MGYP001471342021,1057
MGYP001386365449,1057
MGYP003457988831,1057
MGYP004532640281,1058
MGYP003380929545,1059
MGYP000282367545,1059
MGYP001680226118,1060
MGYP004499612387,1061
MGYP003557589331,1062
MGYP005831994789,1063
MGYP006251193087,1063
MGYP001547864269,1064
MGYP000231380685,1064
MGYP001556496751,1064
MGYP005760987301,1065
MGYP001027615158,1065
MGYP001440892082,1065
MGYP002680991042,1066
MGYP004540470239,1066
MGYP003441405088,1067
MGYP006088277813,1068
MGYP002757215596,1069
MGYP002763573198,1070
MGYP000214593818,1070
MGYP002802358722,159
MGYP000237473059,159
MGYP005701961635,159
MGYP006356049399,159
MGYP003827781679,159
MGYP005619455313,159
MGYP000356505803,1071
MGYP006250777331,1072
MGYP001093744724,1073
MGYP001026817551,1074
MGYP001329578503,1075
MGYP001601502487,1076
MGYP000588982949,1077
MGYP003407507651,1011
MGYP003188338799,1011
MGYP004454337647,1011
MGYP002523566098,1011
MGYP002624502454,1011
MGYP003594249852,1078
MGYP000630310565,649
MGYP000790509180,84
MGYP003577692458,1079
MGYP002793604388,127
MGYP006395412615,127
MGYP003572356330,1080
MGYP003251967374,1081
MGYP000132789266,1082
MGYP003972596237,1083
MGYP001116736404,1084
MGYP003218899818,1085
MGYP003551437107,1086
MGYP006145256339,1087
MGYP003487425766,1088
MGYP001170961025,1089
MGYP001943609413,1090
MGYP003092805622,103
MGYP002336898060,1091
MGYP000690079592,1091
MGYP001021564564,1092
MGYP000765283876,1059
MGYP002791525988,1059
MGYP000829371373,1093
MGYP001233701004,1094
MGYP001026016441,1095
MGYP000018483692,1096
MGYP003434282184,1097
MGYP001527708138,1098
MGYP000600254286,1099
MGYP001070883724,1099
MGYP005715053993,1100
MGYP002770505960,1101
MGYP002753053475,1102
MGYP003457307606,12
MGYP000633940671,12
MGYP003717981753,1103
MGYP002681781524,40
MGYP003291417113,1104
MGYP001048887504,1105
MGYP004467014069,478
MGYP000666354458,95
MGYP000302105109,95
MGYP003373743123,95
MGYP001144454667,95
MGYP003309505513,95
MGYP000822414651,95
MGYP003485534438,95
MGYP003197269493,1106
MGYP000853714848,1107
MGYP006117390583,1107
MGYP001777443583,1107
MGYP000185755604,1107
MGYP001169921775,1107
MGYP001744366506,1107
MGYP003232155421,1107
MGYP003167549363,1107
MGYP000622808325,1107
MGYP000342846284,1108
MGYP001630293480,1109
MGYP001343329307,1110
MGYP005727710797,1111
MGYP001573463833,1112
MGYP003462968316,1113
MGYP000980242633,1114
MGYP001424059961,1115
MGYP000412109232,1116
MGYP001004153878,1117
MGYP004707217583,1118
MGYP002716463924,1119
MGYP002680609514,1120
MGYP003948394131,1121
MGYP000014345702,1122
MGYP001209111981,1123
MGYP003891878375,1124
MGYP000948499463,1124
MGYP002518976437,1125
MGYP000470247643,1126
MGYP001264645502,1127
MGYP001062362363,1128
MGYP003341461258,1129
MGYP003249231575,1130
MGYP001203647795,1131
MGYP000856434003,1132
MGYP000709336443,1132
MGYP000235482707,1132
MGYP001044370592,1133
MGYP005715949167,1134
MGYP001250247370,1134
MGYP005609870085,1135
MGYP003259165471,1136
MGYP003525165810,1137
MGYP003241218238,1137
MGYP000768281529,1137
MGYP001450257986,1137
MGYP003146084254,1137
MGYP002611277988,1138
MGYP001321649281,1139
MGYP000932679625,95
MGYP000846720053,95
MGYP000637241523,95
MGYP000864083158,95
MGYP001678439558,95
MGYP004465823491,95
MGYP000949804234,1140
MGYP000956694892,1141
MGYP000964410593,1141
MGYP000463119952,1142
MGYP004460528777,1143
MGYP003962753727,1144
MGYP003206324138,1145
MGYP000015518294,1146
MGYP002653730636,1147
MGYP001066119594,1148
MGYP005891520121,1149
MGYP005838517315,28
MGYP003170694309,1150
MGYP005837008885,144
MGYP000822839448,144
MGYP003253434007,1151
MGYP002791515080,1152
MGYP000174738846,1153
MGYP003343346363,1154
MGYP006119098811,1155
MGYP003992871511,1155
MGYP005806498515,1156
MGYP001531224118,1157
MGYP000836039882,1158
MGYP001021450288,1158
MGYP002769301935,1158
MGYP006324034277,1158
MGYP003538259818,1158
MGYP002233441861,1158
MGYP001661134034,1158
MGYP001111423009,1158
MGYP003287196971,1158
MGYP001169956623,1159
MGYP000727670724,1159
MGYP000771971647,1159
MGYP005949673483,1158
MGYP003196133466,1159
MGYP000225593703,1159
MGYP000431274045,1159
MGYP000247471943,1159
MGYP000758980114,1159
MGYP004581810523,1159
MGYP000422501950,116
MGYP003412410386,116
MGYP000582683719,1160
MGYP004615488459,1161
MGYP002637899766,1162
MGYP002650212460,1163
MGYP006271841981,1164
MGYP001625242554,1165
MGYP003534693537,1166
MGYP002671312453,1167
MGYP002648852115,1168
MGYP002551750260,1168
MGYP003666989056,1169
MGYP003584064105,1170
MGYP003452957321,1171
MGYP001376554711,12
MGYP001264277838,12
MGYP006436468265,12
MGYP000819892427,12
MGYP001568283541,12
MGYP001220893975,12
MGYP003621807086,12
MGYP001216897956,40
MGYP003297518015,40
MGYP002618658895,40
MGYP003452267410,40
MGYP002674228910,40
MGYP003853309785,40
MGYP000833997101,40
MGYP003273946082,200
MGYP001095375718,200
MGYP000899688557,1172
MGYP003026535717,1173
MGYP002602185475,1174
MGYP001035135310,1175
MGYP000091633708,1176
MGYP005939024869,1176
MGYP004564396289,1176
MGYP000728909740,1176
MGYP005882980079,1176
MGYP002677088781,1177
MGYP001575910755,1177
MGYP000887542704,1178
MGYP003571039320,1179
MGYP003108790652,1180
MGYP001129027409,71
MGYP002682026694,71
MGYP001544327893,398
MGYP001272429524,398
MGYP000245542720,398
MGYP003603792326,398
MGYP006218366615,532
MGYP001741213759,1181
MGYP000762197172,1182
MGYP000980039708,1182
MGYP000235415275,1183
MGYP002574194966,1183
MGYP000481500005,1184
MGYP001087627256,1185
MGYP004591452383,1185
MGYP003408034562,1186
MGYP006051199691,1186
MGYP000159950979,1186
MGYP003460347260,1187
MGYP001463008635,1186
MGYP000440085941,1188
MGYP000772439483,1189
MGYP002760716374,1190
MGYP000013204468,1191
MGYP004524318667,1192
MGYP006412966259,1193
MGYP001612941838,1194
MGYP004539333223,1195
MGYP001035043727,1195
MGYP001117261886,1196
MGYP006222490675,1197
MGYP001098318047,1198
MGYP000577123420,1198
MGYP001191328704,1199
MGYP001412101043,1200
MGYP000595251058,1201
MGYP005988786649,1202
MGYP006286077937,1203
MGYP000872925327,1204
MGYP006205486249,1205
MGYP006363595065,1206
MGYP000786051518,1207
MGYP003626295988,1207
MGYP004614482541,1208
MGYP000120118740,1209
MGYP006290008333,1210
MGYP000958717988,1209
MGYP001477330965,1211
MGYP003327389871,1212
MGYP000837655212,1213
MGYP003869627569,1213
MGYP001033459955,1214
MGYP000138417152,1215
MGYP003449346189,1215
MGYP001088449562,1215
MGYP006145434469,1216
MGYP001548001115,1217
MGYP000131235544,1218
MGYP003368452250,1219
MGYP002723221050,1220
MGYP001245417104,1221
MGYP000084972443,1222
MGYP001227295171,1223
MGYP001777619620,1224
MGYP005883813975,1225
MGYP001025684994,1225
MGYP000042864041,1226
MGYP002617891421,1227
MGYP001355902951,1228
MGYP001362633185,1229
MGYP001269404065,1230
MGYP000052996033,364
MGYP001746300532,364
MGYP003470652315,364
MGYP004613296925,364
MGYP000649438790,805
MGYP001266375107,805
MGYP002633315227,805
MGYP000776910059,1231
MGYP000755235140,1231
MGYP000334959476,1231
MGYP003341830745,1231
MGYP003440447599,1232
MGYP003316823238,1233
MGYP000149848419,569
MGYP001043751075,569
MGYP005649920787,1234
MGYP006272749315,1235
MGYP001260145557,1236
MGYP006287904319,1237
MGYP000231641495,1236
MGYP002819516476,1238
MGYP001451863261,1237
MGYP005990203873,1237
MGYP001448486058,1239
MGYP002861253880,1240
MGYP003118811596,1239
MGYP003688324905,1241
MGYP001420877106,1242
MGYP001530860439,1243
MGYP002628361523,1244
MGYP000524727084,1244
MGYP000324237471,1244
MGYP001146787859,1245
MGYP005832865601,1246
MGYP000523823235,1247
MGYP001096664765,1248
MGYP002662601481,1248
MGYP000426555412,1249
MGYP006244555991,1250
MGYP001218479410,1251
MGYP001308811937,1251
MGYP001004163293,1252
MGYP003576725923,1253
MGYP002378799270,1254
MGYP003480756257,1255
MGYP005689321571,1256
MGYP003636955821,1256
MGYP006367110009,1257
MGYP006339787337,1258
MGYP001207954327,1258
MGYP001088824538,764
MGYP004651789939,1259
MGYP000859202268,1259
MGYP000069446845,1260
MGYP005700629891,1261
MGYP001619616201,1262
MGYP003293911196,812
MGYP003302953623,812
MGYP001098038108,812
MGYP000854425260,1263
MGYP000437085115,1264
MGYP006166529391,1265
MGYP002559502431,1266
MGYP000265698168,1267
MGYP002552340314,1268
MGYP000935804386,1269
MGYP000506104156,1270
MGYP003252198678,1271
MGYP003361743985,487
MGYP000501248930,487
MGYP000226517605,487
MGYP004617540743,487
MGYP001494870779,1272
MGYP000252413347,1272
MGYP002763503286,486
MGYP004474048983,1273
MGYP001412258787,1273
MGYP005945122333,84
MGYP002639368568,84
MGYP001213311083,84
MGYP003327172687,1274
MGYP001110011834,1275
MGYP000883825203,1275
MGYP000215597934,1275
MGYP001608345097,1275
MGYP000204625843,1275
MGYP002841512365,1275
MGYP003988309001,1275
MGYP001363225043,1276
MGYP003303187386,71
MGYP003595455142,71
MGYP003269069316,71
MGYP001751098202,71
MGYP006283196333,71
MGYP002730386954,71
MGYP006062392751,71
MGYP002743172620,71
MGYP002537552860,40
MGYP003157640579,40
MGYP000157693399,198
MGYP003526728599,198
MGYP006206604255,198
MGYP003355496076,198
MGYP003089852933,198
MGYP006434488915,1277
MGYP006089925809,1278
MGYP005746931009,1279
MGYP000239423760,1280
MGYP000552059638,1280
MGYP002063111521,1281
MGYP003304221571,1282
MGYP004688434955,1283
MGYP001808035076,1283
MGYP003427417685,1283
MGYP003591104170,1284
MGYP001252646187,1284
MGYP001812892428,1284
MGYP001739839080,1285
MGYP006190938607,1284
MGYP000942391614,1286
MGYP006122083369,1287
MGYP000785786373,1288
MGYP000149838546,1288
MGYP000413621254,1288
MGYP002772934938,1289
MGYP006235046273,1290
MGYP001221267998,1291
MGYP006174632745,1292
MGYP000533661985,1292
MGYP002552746564,1153
MGYP002678330434,1153
MGYP000865533809,1153
MGYP001529744292,1153
MGYP002648928978,162
MGYP004592551343,162
MGYP000966702483,1293
MGYP001175332389,1293
MGYP001616269741,396
MGYP000197568367,1294
MGYP000357519567,1295
MGYP003264016942,1296
MGYP002411147275,1297
MGYP000023916264,1298
MGYP001302931373,1299
MGYP000960045956,1300
MGYP000485822964,1301
MGYP000802397294,1301
MGYP003120034450,1302
MGYP000805850229,1303
MGYP001167155856,1303
MGYP005869842479,1303
MGYP004554510253,1303
MGYP006793224943,1304
MGYP003267542739,1305
MGYP003550095962,1305
MGYP001171315194,1305
MGYP001659160471,192
MGYP006225623709,192
MGYP000087123174,192
MGYP004540917083,192
MGYP000948339928,192
MGYP004694691599,1306
MGYP005818930487,503
MGYP001194900707,503
MGYP001471096877,503
MGYP001071241656,1307
MGYP006378122061,1308
MGYP005990711887,1309
MGYP001200166112,1310
MGYP006144661135,1310
MGYP001296074691,1310
MGYP005632620065,1310
MGYP006089921201,1311
MGYP000983655381,1311
MGYP006156048053,585
MGYP001466271931,585
MGYP003311672546,585
MGYP003701295017,1312
MGYP001043332597,1313
MGYP001020455016,1314
MGYP000762333605,1315
MGYP006324413499,1316
MGYP001021464982,244
MGYP004461141767,1317
MGYP001300480784,12
MGYP003236434090,12
MGYP000467320834,12
MGYP001783329349,12
MGYP006405232587,12
MGYP001195440770,12
MGYP000664831228,546
MGYP001553851764,546
MGYP003288021207,1318
MGYP000945514651,45
MGYP000678768359,45
MGYP003387575971,47
MGYP000093040556,47
MGYP003951880975,48
MGYP000798393186,1319
MGYP005954356349,1320
MGYP001065571490,1321
MGYP000933972077,1322
MGYP001575594458,1323
MGYP002514875141,1324
MGYP002676205578,1324
MGYP002702348006,1325
MGYP000434760797,1325
MGYP003170219147,428
MGYP006268389005,428
MGYP001099320156,428
MGYP001176109039,1326
MGYP005688960533,1327
MGYP001315476732,1327
MGYP001999369185,1328
MGYP002562341944,349
MGYP005739698605,1328
MGYP000881156383,1329
MGYP002583224285,1330
MGYP001548583292,1331
MGYP000258193147,1331
MGYP002798682639,1332
MGYP003638076825,1333
MGYP001366208089,1334
MGYP001327140997,1335
MGYP005692850181,1336
MGYP004590207079,1337
MGYP003546843207,1338
MGYP000706832763,1339
MGYP000956556753,1340
MGYP001362776065,1341
MGYP001357256704,1342
MGYP003258833853,1343
MGYP006365149907,1344
MGYP001419063888,366
MGYP001044742556,366
MGYP001941828522,1345
MGYP000164459368,1346
MGYP001510780668,1346
MGYP001486782144,164
MGYP001792376873,1347
MGYP000816188300,1348
MGYP000340761861,1349
MGYP004661847323,1350
MGYP004453898019,1350
MGYP000131290423,462
MGYP002752911214,462
MGYP003184746403,462
MGYP001738341314,463
MGYP002758505466,1351
MGYP003475292835,463
MGYP000846853321,1352
MGYP001049788131,1353
MGYP003463870267,1354
MGYP005683132557,1355
MGYP000616149970,1355
MGYP000111979012,1356
MGYP000549347590,1357
MGYP001738223195,1357
MGYP003105168882,12
MGYP003128498161,198
MGYP005992408517,198
MGYP001493928221,198
MGYP000339791932,399
MGYP000076294161,1358
MGYP006402382711,1358
MGYP005700057827,1358
MGYP001493648594,1359
MGYP001236532338,1360
MGYP000975935627,1361
MGYP003428340773,1362
MGYP006185098031,1363
MGYP000831671594,313
MGYP002571186187,313
MGYP000345972299,313
MGYP004592296845,313
MGYP002745139441,313
MGYP000966066588,313
MGYP000269975837,313
MGYP000811443632,313
MGYP000474378665,1364
MGYP003123896999,1365
MGYP006388681693,1366
MGYP003598867756,1366
MGYP001043585438,1366
MGYP001019143354,1366
MGYP003438806512,1366
MGYP000341654748,1366
MGYP001036356691,1367
MGYP000672225562,1368
MGYP000573662548,86
MGYP000312442357,86
MGYP001533368561,86
MGYP001143325914,86
MGYP001198209531,1369
MGYP001824912401,86
MGYP001067246616,71
MGYP003430843875,71
MGYP001449778279,71
MGYP003383407519,71
MGYP002738129147,71
MGYP006056895295,71
MGYP000818621116,71
MGYP001579457516,71
MGYP001606328357,1370
MGYP003288178541,1371
MGYP000659048867,198
MGYP000358617509,1372
MGYP003447704060,1373
MGYP001766225266,1374
MGYP003655536288,1375
MGYP003638993547,1376
MGYP000043760039,1377
MGYP006338058851,1378
MGYP000249323068,1378
MGYP005966525905,1378
MGYP005612040745,1378
MGYP003434520897,1379
MGYP000949215530,1379
MGYP000910923565,1379
MGYP001025844236,1380
MGYP001090775028,1380
MGYP000279057816,1380
MGYP005856962937,1380
MGYP001243072001,1381
MGYP000254479303,366
MGYP003510229933,1382
MGYP006168808391,1383
MGYP001596685694,1384
MGYP002713037051,1384
MGYP000177419390,1385
MGYP003987928101,1386
MGYP002869623288,1387
MGYP003582833474,1388
MGYP005980133929,1388
MGYP004705744917,1389
MGYP000732841872,1390
MGYP001211144559,1124
MGYP001502520696,1124
MGYP001555047832,1391
MGYP000996816378,1392
MGYP001548698176,1393
MGYP001238661650,1394
MGYP003419277600,1395
MGYP001055412010,1396
MGYP002162166649,1397
MGYP003590837169,1397
MGYP001517826422,1398
MGYP003366991671,1399
MGYP003181825299,1399
MGYP001122300722,1399
MGYP003615500597,1399
MGYP001591923980,1400
MGYP000881579422,1400
MGYP001563788727,1400
MGYP002900254501,1400
MGYP002627185399,1400
MGYP000656184892,1400
MGYP006119318545,1400
MGYP001507618143,1400
MGYP006393565063,1401
MGYP002733623848,1402
MGYP002514969180,1402
MGYP002554489810,1403
MGYP002468210875,1404
MGYP006054767391,1405
MGYP002647666219,350
MGYP000666979489,349
MGYP004460294889,349
MGYP005906325149,1406
MGYP000016787063,1406
MGYP002514793239,1407
MGYP005766316005,1408
MGYP000407444546,1409
MGYP001297312097,1410
MGYP001093023898,1411
MGYP002526742455,1412
MGYP000269191458,1413
MGYP003186386296,1413
MGYP003217137865,1414
MGYP006161330063,1415
MGYP006108733993,1416
MGYP000901213047,1417
MGYP006168723035,461
MGYP001371546766,461
MGYP001308570627,1418
MGYP000441607938,1419
MGYP003528263443,1419
MGYP003639240718,1420
MGYP000039965362,1421
MGYP003530503529,1422
MGYP001490853866,1423
MGYP006425599395,1424
MGYP001611061225,1425
MGYP001384583465,1426
MGYP003493365496,1426
MGYP003465682604,1427
MGYP003768101655,1428
MGYP001430677485,1429
MGYP005660184583,1430
MGYP004007683371,1431
MGYP000875441042,1432
MGYP001605276094,1433
MGYP000945649950,1434
MGYP003488737119,1434
MGYP001275303947,1434
MGYP004474162867,1435
MGYP000986284329,1436
MGYP002281465316,1437
MGYP005977277351,1438
MGYP002764131123,1439
MGYP000784348768,1440
MGYP002592019359,1441
MGYP003189948838,1441
MGYP001747267091,1441
MGYP003298075000,1442
MGYP004509085457,899
MGYP001284294473,1443
MGYP001127214015,1444
MGYP001033033631,1445
MGYP003265690887,1446
MGYP001591380093,1447
MGYP000988791645,1448
MGYP000208490808,1448
MGYP002039174781,1449
MGYP001288810102,1449
MGYP001668314343,1450
MGYP000895850423,1451
MGYP002531437690,1451
MGYP001766178482,1452
MGYP003518677819,1453
MGYP001765353011,1454
MGYP001234694817,1455
MGYP001471308912,1455
MGYP001208872388,1455
MGYP001583122999,1456
MGYP001460852472,1456
MGYP000055162158,1456
MGYP003601173392,1456
MGYP001657365672,1457
MGYP001521923417,54
MGYP003515285612,1458
MGYP000851127376,1459
MGYP001600271058,1460
MGYP003636026988,1461
MGYP002641530898,1462
MGYP001144905092,1463
MGYP000157931331,1464
MGYP002679002954,1465
MGYP001290310142,269
MGYP005842608575,269
MGYP003378317833,1466
MGYP000511910146,1466
MGYP000616984081,1466
MGYP005662500717,1467
MGYP001266798465,1467
MGYP001278148164,1467
MGYP006202097679,818
MGYP001153540761,818
MGYP000779533792,818
MGYP002641463793,1468
MGYP003445095395,1469
MGYP001822584658,1470
MGYP001763289310,1471
MGYP001527574516,1472
MGYP002625592608,1473
MGYP001751820502,1474
MGYP003315627975,1475
MGYP003336033780,1476
MGYP001298021336,1477
MGYP001793273323,1478
MGYP001389299365,238
MGYP000929022518,238
MGYP005644615353,238
MGYP002758926395,1479
MGYP001155112115,1480
MGYP002358521790,1481
MGYP003267177314,1482
MGYP004609096335,1483
MGYP001761302130,1484
MGYP000176852895,1485
MGYP001566331535,1486
MGYP001322899340,1487
MGYP001411464726,1488
MGYP001348504286,1488
MGYP003439585314,1489
MGYP001463508161,1434
MGYP003324895543,1434
MGYP000558087962,1434
MGYP001486671341,1490
MGYP003467037455,1491
MGYP002717871669,1492
MGYP003345814204,1493
MGYP001217353469,1494
MGYP000812345846,1494
MGYP001611931189,1495
MGYP000404989448,1496
MGYP005760894631,1497
MGYP000892521147,1497
MGYP000931065825,1498
MGYP005721088545,1499
MGYP001347325850,1500
MGYP001823626329,1501
MGYP000681984994,1502
MGYP005988876093,1503
MGYP001318035101,1504
MGYP003219740200,1505
MGYP005780642259,1505
MGYP006054969595,1506
MGYP006217319771,1507
MGYP001410636871,1507
MGYP001181544407,1507
MGYP001260986070,1507
MGYP003389125726,1508
MGYP004710676291,1509
MGYP003298065848,1509
MGYP003987693929,1510
MGYP001569185709,1511
MGYP000748822405,1511
MGYP003564405335,986
MGYP003510650537,1512
MGYP003378654464,1512
MGYP006332741485,1512
MGYP001410961245,1513
MGYP000041612052,1513
MGYP003282297864,1513
MGYP002590903508,1514
MGYP002712238367,1515
MGYP000495477914,1516
MGYP006376856403,1517
MGYP000948728480,1518
MGYP000687245480,1518
MGYP000910642323,1518
MGYP000448898988,1518
MGYP003425001352,1518
MGYP000731907246,1518
MGYP000925188581,477
MGYP003364544668,1519
MGYP000819158106,428
MGYP005702588219,428
MGYP001093885823,1520
MGYP001548917672,1521
MGYP005964128785,1522
MGYP002136429277,589
MGYP000538059341,589
MGYP000844147613,589
MGYP002832150154,589
MGYP002735758816,589
MGYP001387858811,1523
MGYP002782361204,1524
MGYP002784592950,1524
MGYP001143894074,668
MGYP001248493701,1525
MGYP001034221633,1526
MGYP001562896097,1527
MGYP000889013925,1528
MGYP000162752892,1529
MGYP002519911125,1530
MGYP003247902184,1531
MGYP001098556743,244
MGYP001462407062,1532
MGYP000464042391,198
MGYP000411511017,1533
MGYP001993911455,1534
MGYP003112641819,1535
MGYP003441358784,294
MGYP000121776837,1536
MGYP005754808737,520
MGYP001356670598,520
MGYP004522364407,1537
MGYP002544298052,364
MGYP005759838717,1538
MGYP006271125599,1539
MGYP001065194136,1540
MGYP001046568101,1541
MGYP001500272835,1542
MGYP006379339927,1543
MGYP003189039496,1543
MGYP001778406318,1543
MGYP002543929689,1543
MGYP002545921681,1544
MGYP003679590195,1545
MGYP003572739621,1546
MGYP001467456509,1546
MGYP000677813776,1547
MGYP001568718109,1548
MGYP002737518534,1549
MGYP005716582931,714
MGYP003224793750,714
MGYP001224490476,1550
MGYP001411227163,1551
MGYP000983224493,1552
MGYP005836432819,1553
MGYP001264878260,948
MGYP001469118178,948
MGYP001562007653,1554
MGYP004637981803,1555
MGYP003512438021,1556
MGYP001365990706,1557
MGYP001615115406,1558
MGYP003464334562,1559
MGYP003507830889,1560
MGYP000133386547,1561
MGYP003503893730,1562
MGYP001256774361,1563
MGYP001536430817,1564
MGYP001510012842,1565
MGYP000482285219,1566
MGYP002759620200,1567
MGYP001416771023,1568
MGYP003466419011,1569
MGYP006142189255,1570
MGYP001653282162,1571
MGYP003281692418,1571
MGYP000031141050,1572
MGYP003162049269,1573
MGYP000169651421,1574
MGYP003478536109,149
MGYP001445736855,149
MGYP001204560957,149
MGYP000683280333,149
MGYP000570385213,149
MGYP001197543404,149
MGYP002684202982,149
MGYP000139146441,1575
MGYP003996585233,1576
MGYP000354718297,1577
MGYP003985585277,989
MGYP001266983026,1578
MGYP001393503415,1579
MGYP000980176661,1580
MGYP000384975908,1560
MGYP000006535575,1560
MGYP001466462481,1560
MGYP004540418951,1560
MGYP000431202890,1560
MGYP002640542292,1560
MGYP003416128734,1560
MGYP003611755067,1581
MGYP003531355793,1582
MGYP005867313635,1583
MGYP001518167960,1584
MGYP005971797129,1585
MGYP003985582245,1586
MGYP006440144237,861
MGYP001451607931,861
MGYP000328214674,861
MGYP000124723268,861
MGYP001490245999,861
MGYP003327433136,1587
MGYP005756312649,1588
MGYP001261488735,816
MGYP003445337258,816
MGYP000307610408,816
MGYP003469493851,816
MGYP001368887220,816
MGYP001426900003,1589
MGYP001458231309,1590
MGYP001430540727,1591
MGYP001421646726,1592
MGYP001705868796,569
MGYP000365720728,1593
