protein,cluster
MGYP001322388786,983
MGYP000912586967,984
MGYP003571432689,984
MGYP001106179792,985
MGYP001530791406,984
MGYP000960842815,242
MGYP003665780974,986
MGYP001151056576,987
MGYP001143032775,987
MGYP002712252262,988
MGYP000719522305,989
MGYP003220515733,990
MGYP003688109901,991
MGYP001050665198,992
MGYP005894157483,992
MGYP000724084051,993
MGYP001357364613,994
MGYP001487180273,995
MGYP001389089054,996
MGYP001282803371,997
MGYP001185234076,997
MGYP000354409984,998
MGYP006452163235,999
MGYP000587241783,662
MGYP001263864363,1000
MGYP002732513451,1001
MGYP004491691507,1001
MGYP003512220302,1002
MGYP000896981726,1003
MGYP002724772318,512
MGYP000636505741,512
MGYP002088039562,512
MGYP000383952048,512
MGYP003172722285,512
MGYP000522071759,512
MGYP000047760594,1004
MGYP000095106376,1005
MGYP000921372588,1006
MGYP003336069824,1007
MGYP003136903000,1008
MGYP003301860178,1009
MGYP003176545336,1009
MGYP002752088464,1010
MGYP000244482326,1011
MGYP005749412107,501
MGYP002803073620,501
MGYP001619476308,501
MGYP003433126494,501
MGYP003551207993,1013
MGYP001614854482,1013
MGYP000354193735,1014
MGYP003228497837,1014
MGYP000356861030,1015
MGYP001416813807,1016
MGYP001808279308,1017
MGYP001248548490,1018
MGYP001743248652,1019
MGYP003343284573,1020
MGYP001356351801,1021
MGYP000701821183,1022
MGYP000760903384,1023
MGYP003565229411,738
MGYP000427505405,1024
MGYP003618234836,1024
MGYP003367043594,1025
MGYP003491830418,268
MGYP000924251834,1026
MGYP004002839055,1027
MGYP001645803008,70
MGYP000793321218,70
MGYP006206924531,70
MGYP001085136687,70
MGYP000192518203,1028
MGYP004609091771,1029
MGYP005930887373,1029
MGYP001119653348,1029
MGYP003380039178,1030
MGYP001039521841,1030
MGYP001335469027,1031
MGYP006153616947,1032
MGYP003952013381,1033
MGYP001298203970,338
MGYP001828830817,338
MGYP005839938787,1034
MGYP001532982750,1035
MGYP000520924107,1036
MGYP000548617794,583
MGYP002583524416,583
MGYP000013576123,583
MGYP000531439649,1037
MGYP000803355699,1038
MGYP002716849792,1039
MGYP003295866608,1039
MGYP006079747985,1039
MGYP001042527562,1040
MGYP000817512509,1041
MGYP002676205161,1041
MGYP001097978991,1042
MGYP000642857338,1043
MGYP001106783313,1043
MGYP002623511009,1043
MGYP000885414912,236
MGYP000849092959,236
MGYP006275629885,236
MGYP003159930528,236
MGYP003405443002,236
MGYP000477553657,236
MGYP000933891741,236
MGYP000447256440,236
MGYP001409805197,236
MGYP000095095368,1044
MGYP002674742759,1045
MGYP001573069125,1046
MGYP000905762010,1047
MGYP001741753647,1047
MGYP004632326111,1048
MGYP001272382680,1049
MGYP001191081536,1049
MGYP004619102259,1050
MGYP000312849783,1050
MGYP000054659426,1050
MGYP003679834973,1051
MGYP001469819910,1052
MGYP005875259985,1053
MGYP000201999954,1054
MGYP001471342021,1055
MGYP001386365449,1055
MGYP003457988831,1055
MGYP004532640281,1056
MGYP003380929545,1057
MGYP000282367545,1057
MGYP001680226118,1058
MGYP004499612387,1059
MGYP003557589331,1060
MGYP005831994789,1061
MGYP006251193087,1061
MGYP001547864269,1062
MGYP000231380685,1062
MGYP001556496751,1062
MGYP005760987301,1063
MGYP001027615158,1063
MGYP001440892082,1063
MGYP002680991042,1064
MGYP004540470239,1064
MGYP003441405088,1065
MGYP006088277813,1066
MGYP002757215596,1067
MGYP002763573198,1068
MGYP000214593818,1068
MGYP002802358722,157
MGYP000237473059,157
MGYP005701961635,157
MGYP006356049399,157
MGYP003827781679,157
MGYP005619455313,157
MGYP000356505803,1069
MGYP006250777331,1070
MGYP001093744724,1071
MGYP001026817551,1072
MGYP001329578503,1073
MGYP001601502487,1074
MGYP000588982949,1075
MGYP003407507651,1009
MGYP003188338799,1009
MGYP004454337647,1009
MGYP002523566098,1009
MGYP002624502454,1009
MGYP003594249852,1076
MGYP000630310565,647
MGYP000790509180,648
MGYP003577692458,1077
MGYP002793604388,125
MGYP006395412615,125
MGYP003572356330,1078
MGYP003251967374,1079
MGYP000132789266,1080
MGYP003972596237,1081
MGYP001116736404,1082
MGYP003218899818,1083
MGYP003551437107,1084
MGYP006145256339,1085
MGYP003487425766,1086
MGYP001170961025,1087
MGYP001943609413,1088
MGYP003092805622,101
MGYP002336898060,1089
MGYP000690079592,1089
MGYP001021564564,1090
MGYP000765283876,1057
MGYP002791525988,1057
MGYP000829371373,1091
MGYP001233701004,1092
MGYP001026016441,1093
MGYP000018483692,1094
MGYP003434282184,1095
MGYP001527708138,1096
MGYP000600254286,1097
MGYP001070883724,1097
MGYP005715053993,1098
MGYP002770505960,1099
MGYP002753053475,1100
MGYP003457307606,1989
MGYP000633940671,1989
MGYP003717981753,1101
MGYP002681781524,39
MGYP003291417113,1102
MGYP001048887504,1103
MGYP004467014069,476
MGYP000666354458,93
MGYP000302105109,93
MGYP003373743123,93
MGYP001144454667,93
MGYP003309505513,93
MGYP000822414651,93
MGYP003485534438,93
MGYP003197269493,1104
MGYP000853714848,1105
MGYP006117390583,1105
MGYP001777443583,1105
MGYP000185755604,1105
MGYP001169921775,1105
MGYP001744366506,1105
MGYP003232155421,1105
MGYP003167549363,1105
MGYP000622808325,1105
MGYP000342846284,1106
MGYP001630293480,1107
MGYP001343329307,1108
MGYP005727710797,1109
MGYP001573463833,1110
MGYP003462968316,1111
MGYP000980242633,1112
MGYP001424059961,1113
MGYP000412109232,1114
MGYP001004153878,1115
MGYP004707217583,1116
MGYP002716463924,1117
MGYP002680609514,1118
MGYP003948394131,1119
MGYP000014345702,1120
MGYP001209111981,1121
MGYP003891878375,1122
MGYP000948499463,1122
MGYP002518976437,1123
MGYP000470247643,1124
MGYP001264645502,1125
MGYP001062362363,1126
MGYP003341461258,1127
MGYP003249231575,1128
MGYP001203647795,1129
MGYP000856434003,1130
MGYP000709336443,1130
MGYP000235482707,1130
MGYP001044370592,1131
MGYP005715949167,1132
MGYP001250247370,1132
MGYP005609870085,1133
MGYP003259165471,1134
MGYP003525165810,1135
MGYP003241218238,1135
MGYP000768281529,1135
MGYP001450257986,1135
MGYP003146084254,1135
MGYP002611277988,1136
MGYP001321649281,1137
MGYP000932679625,93
MGYP000846720053,93
MGYP000637241523,93
MGYP000864083158,93
MGYP001678439558,93
MGYP004465823491,93
MGYP000949804234,1138
MGYP000956694892,1139
MGYP000964410593,1139
MGYP000463119952,1140
MGYP004460528777,1141
MGYP003962753727,1142
MGYP003206324138,1143
MGYP000015518294,1144
MGYP002653730636,1145
MGYP001066119594,1146
MGYP005891520121,1147
MGYP005838517315,27
MGYP003170694309,1148
MGYP005837008885,140
MGYP000822839448,140
MGYP003253434007,1149
MGYP002791515080,1150
MGYP000174738846,1151
MGYP003343346363,1152
MGYP006119098811,1153
MGYP003992871511,1153
MGYP005806498515,1154
MGYP001531224118,1155
MGYP000836039882,1156
MGYP001021450288,1156
MGYP002769301935,1156
MGYP006324034277,1156
MGYP003538259818,1156
MGYP002233441861,1156
MGYP001661134034,1156
MGYP001111423009,1156
MGYP003287196971,1156
MGYP001169956623,1157
MGYP000727670724,1157
MGYP000771971647,1157
MGYP005949673483,1156
MGYP003196133466,1157
MGYP000225593703,1157
MGYP000431274045,1157
MGYP000247471943,1157
MGYP000758980114,1157
MGYP004581810523,1157
MGYP000422501950,114
MGYP003412410386,114
MGYP000582683719,1158
MGYP004615488459,1159
MGYP002637899766,1160
MGYP002650212460,1161
MGYP006271841981,1162
MGYP001625242554,1163
MGYP003534693537,1164
MGYP002671312453,1165
MGYP002648852115,1166
MGYP002551750260,1166
MGYP003666989056,1167
MGYP003584064105,1168
MGYP003452957321,1169
MGYP001376554711,1989
MGYP001264277838,1989
MGYP006436468265,1989
MGYP000819892427,1989
MGYP001568283541,1989
MGYP001220893975,1989
MGYP003621807086,1989
MGYP001216897956,39
MGYP003297518015,39
MGYP002618658895,39
MGYP003452267410,39
MGYP002674228910,39
MGYP003853309785,39
MGYP000833997101,39
MGYP003273946082,198
MGYP001095375718,198
MGYP000899688557,1170
MGYP003026535717,1171
MGYP002602185475,1172
MGYP001035135310,1173
MGYP000091633708,1174
MGYP005939024869,1174
MGYP004564396289,1174
MGYP000728909740,1174
MGYP005882980079,1174
MGYP002677088781,1175
MGYP001575910755,1175
MGYP000887542704,1176
MGYP003571039320,1177
MGYP003108790652,1178
MGYP001129027409,70
MGYP002682026694,70
MGYP001544327893,396
MGYP001272429524,396
MGYP000245542720,396
MGYP003603792326,396
MGYP006218366615,530
MGYP001741213759,1179
MGYP000762197172,1180
MGYP000980039708,1180
MGYP000235415275,1181
MGYP002574194966,1181
MGYP000481500005,1182
MGYP001087627256,1183
MGYP004591452383,1183
MGYP003408034562,1184
MGYP006051199691,1184
MGYP000159950979,1184
MGYP003460347260,1185
MGYP001463008635,1184
MGYP000440085941,1186
MGYP000772439483,1187
MGYP002760716374,1188
MGYP000013204468,1189
MGYP004524318667,1190
MGYP006412966259,1191
MGYP001612941838,1192
MGYP004539333223,1193
MGYP001035043727,1193
MGYP001117261886,1194
MGYP006222490675,1195
MGYP001098318047,1196
MGYP000577123420,1196
MGYP001191328704,1197
MGYP001412101043,1198
MGYP000595251058,1199
MGYP005988786649,1200
MGYP006286077937,1201
MGYP000872925327,1202
MGYP006205486249,1203
MGYP006363595065,1204
MGYP000786051518,1205
MGYP003626295988,1205
MGYP004614482541,1206
MGYP000120118740,1207
MGYP006290008333,1208
MGYP000958717988,1207
MGYP001477330965,1209
MGYP003327389871,1210
MGYP000837655212,1211
MGYP003869627569,1211
MGYP001033459955,1212
MGYP000138417152,1213
MGYP003449346189,1213
MGYP001088449562,1213
MGYP006145434469,1214
MGYP001548001115,1215
MGYP000131235544,1216
MGYP003368452250,1217
MGYP002723221050,1218
MGYP001245417104,1219
MGYP000084972443,1220
MGYP001227295171,1221
MGYP001777619620,1222
MGYP005883813975,1223
MGYP001025684994,1223
MGYP000042864041,1224
MGYP002617891421,1225
MGYP001355902951,1226
MGYP001362633185,1227
MGYP001269404065,1228
MGYP000052996033,362
MGYP001746300532,362
MGYP003470652315,362
MGYP004613296925,362
MGYP000649438790,803
MGYP001266375107,803
MGYP002633315227,803
MGYP000776910059,1229
MGYP000755235140,1229
MGYP000334959476,1229
MGYP003341830745,1229
MGYP003440447599,1230
MGYP003316823238,1231
MGYP000149848419,567
MGYP001043751075,567
MGYP005649920787,1232
MGYP006272749315,1233
MGYP001260145557,1234
MGYP006287904319,1235
MGYP000231641495,1234
MGYP002819516476,1236
MGYP001451863261,1235
MGYP005990203873,1235
MGYP001448486058,1237
MGYP002861253880,1238
MGYP003118811596,1237
MGYP003688324905,1239
MGYP001420877106,1240
MGYP001530860439,1241
MGYP002628361523,1242
MGYP000524727084,1242
MGYP000324237471,1242
MGYP001146787859,1243
MGYP005832865601,1244
MGYP000523823235,1245
MGYP001096664765,1246
MGYP002662601481,1246
MGYP000426555412,1247
MGYP006244555991,1248
MGYP001218479410,1249
MGYP001308811937,1249
MGYP001004163293,1250
MGYP003576725923,1251
MGYP002378799270,1252
MGYP003480756257,1253
MGYP005689321571,1254
MGYP003636955821,1254
MGYP006367110009,1255
MGYP006339787337,1256
MGYP001207954327,1256
MGYP001088824538,762
MGYP004651789939,1257
MGYP000859202268,1257
MGYP000069446845,1258
MGYP005700629891,1259
MGYP001619616201,1260
MGYP003293911196,810
MGYP003302953623,810
MGYP001098038108,810
MGYP000854425260,1261
MGYP000437085115,1262
MGYP006166529391,1263
MGYP002559502431,1264
MGYP000265698168,1265
MGYP002552340314,1266
MGYP000935804386,1267
MGYP000506104156,1268
MGYP003252198678,1269
MGYP003361743985,485
MGYP000501248930,485
MGYP000226517605,485
MGYP004617540743,485
MGYP001494870779,1270
MGYP000252413347,1270
MGYP002763503286,484
MGYP004474048983,1271
MGYP001412258787,1271
MGYP005945122333,648
MGYP002639368568,648
MGYP001213311083,648
MGYP003327172687,1272
MGYP001110011834,1273
MGYP000883825203,1273
MGYP000215597934,1273
MGYP001608345097,1273
MGYP000204625843,1273
MGYP002841512365,1273
MGYP003988309001,1273
MGYP001363225043,1274
MGYP003303187386,70
MGYP003595455142,70
MGYP003269069316,70
MGYP001751098202,70
MGYP006283196333,70
MGYP002730386954,70
MGYP006062392751,70
MGYP002743172620,70
MGYP002537552860,39
MGYP003157640579,39
MGYP000157693399,196
MGYP003526728599,196
MGYP006206604255,196
MGYP003355496076,196
MGYP003089852933,196
MGYP006434488915,1275
MGYP006089925809,1276
MGYP005746931009,1277
MGYP000239423760,1278
MGYP000552059638,1278
MGYP002063111521,1279
MGYP003304221571,1280
MGYP004688434955,1281
MGYP001808035076,1281
MGYP003427417685,1281
MGYP003591104170,1282
MGYP001252646187,1282
MGYP001812892428,1282
MGYP001739839080,1283
MGYP006190938607,1282
MGYP000942391614,1284
MGYP006122083369,1285
MGYP000785786373,1286
MGYP000149838546,1286
MGYP000413621254,1286
MGYP002772934938,1287
MGYP006235046273,1288
MGYP001221267998,1289
MGYP006174632745,1290
MGYP000533661985,1290
MGYP002552746564,1151
MGYP002678330434,1151
MGYP000865533809,1151
MGYP001529744292,1151
MGYP002648928978,160
MGYP004592551343,160
MGYP000966702483,1291
MGYP001175332389,1291
MGYP001616269741,394
MGYP000197568367,1292
MGYP000357519567,1293
MGYP003264016942,1294
MGYP002411147275,1295
MGYP000023916264,1296
MGYP001302931373,1297
MGYP000960045956,1298
MGYP000485822964,1299
MGYP000802397294,1299
MGYP003120034450,1300
MGYP000805850229,1301
MGYP001167155856,1301
MGYP005869842479,1301
MGYP004554510253,1301
MGYP006793224943,1302
MGYP003267542739,1303
MGYP003550095962,1303
MGYP001171315194,1303
MGYP001659160471,190
MGYP006225623709,190
MGYP000087123174,190
MGYP004540917083,190
MGYP000948339928,190
MGYP004694691599,1304
MGYP005818930487,501
MGYP001194900707,501
MGYP001471096877,501
MGYP001071241656,1305
MGYP006378122061,1306
MGYP005990711887,1307
MGYP001200166112,1308
MGYP006144661135,1308
MGYP001296074691,1308
MGYP005632620065,1308
MGYP006089921201,1309
MGYP000983655381,1309
MGYP006156048053,583
MGYP001466271931,583
MGYP003311672546,583
MGYP003701295017,1310
MGYP001043332597,1311
MGYP001020455016,1312
MGYP000762333605,1313
MGYP006324413499,1314
MGYP001021464982,242
MGYP004461141767,1315
MGYP001300480784,1316
MGYP003236434090,1316
MGYP000467320834,1316
MGYP001783329349,1316
MGYP006405232587,1316
MGYP001195440770,1316
MGYP000664831228,544
MGYP001553851764,544
MGYP003288021207,1317
MGYP000945514651,44
MGYP000678768359,44
MGYP003387575971,46
MGYP000093040556,46
MGYP003951880975,47
MGYP000798393186,1318
MGYP005954356349,1319
MGYP001065571490,1320
MGYP000933972077,1321
MGYP001575594458,1322
MGYP002514875141,1323
MGYP002676205578,1323
MGYP002702348006,1324
MGYP000434760797,1324
MGYP003170219147,426
MGYP006268389005,426
MGYP001099320156,426
MGYP001176109039,1325
MGYP005688960533,1326
MGYP001315476732,1326
MGYP001999369185,1327
MGYP002562341944,347
MGYP005739698605,1327
MGYP000881156383,1328
MGYP002583224285,1329
MGYP001548583292,1330
MGYP000258193147,1330
MGYP002798682639,1331
MGYP003638076825,1332
MGYP001366208089,1333
MGYP001327140997,1334
MGYP005692850181,1335
MGYP004590207079,1336
MGYP003546843207,1337
MGYP000706832763,1338
MGYP000956556753,1339
MGYP001362776065,1340
MGYP001357256704,1341
MGYP003258833853,1342
MGYP006365149907,1343
MGYP001419063888,364
MGYP001044742556,364
MGYP001941828522,1344
MGYP000164459368,1345
MGYP001510780668,1345
MGYP001486782144,162
MGYP001792376873,1346
MGYP000816188300,1347
MGYP000340761861,1348
MGYP004661847323,1349
MGYP004453898019,1349
MGYP000131290423,460
MGYP002752911214,460
MGYP003184746403,460
MGYP001738341314,461
MGYP002758505466,1350
MGYP003475292835,461
MGYP000846853321,1351
MGYP001049788131,1352
MGYP003463870267,1353
MGYP005683132557,1354
MGYP000616149970,1354
MGYP000111979012,1355
MGYP000549347590,1356
MGYP001738223195,1356
MGYP003105168882,1989
MGYP003128498161,196
MGYP005992408517,196
MGYP001493928221,196
MGYP000339791932,397
MGYP000076294161,1357
MGYP006402382711,1357
MGYP005700057827,1357
MGYP001493648594,1358
MGYP001236532338,1359
MGYP000975935627,1360
MGYP003428340773,1361
MGYP006185098031,1362
MGYP000831671594,311
MGYP002571186187,311
MGYP000345972299,311
MGYP004592296845,311
MGYP002745139441,311
MGYP000966066588,311
MGYP000269975837,311
MGYP000811443632,311
MGYP000474378665,1363
MGYP003123896999,1364
MGYP006388681693,1365
MGYP003598867756,1365
MGYP001043585438,1365
MGYP001019143354,1365
MGYP003438806512,1365
MGYP000341654748,1365
MGYP001036356691,1366
MGYP000672225562,1367
MGYP000573662548,84
MGYP000312442357,84
MGYP001533368561,84
MGYP001143325914,84
MGYP001198209531,1368
MGYP001824912401,84
MGYP001067246616,70
MGYP003430843875,70
MGYP001449778279,70
MGYP003383407519,70
MGYP002738129147,70
MGYP006056895295,70
MGYP000818621116,70
MGYP001579457516,70
MGYP001606328357,1369
MGYP003288178541,1370
MGYP000659048867,196
MGYP000358617509,1371
MGYP003447704060,1372
MGYP001766225266,1373
MGYP003655536288,1374
MGYP003638993547,1375
MGYP000043760039,1376
MGYP006338058851,1377
MGYP000249323068,1377
MGYP005966525905,1377
MGYP005612040745,1377
MGYP003434520897,1378
MGYP000949215530,1378
MGYP000910923565,1378
MGYP001025844236,1379
MGYP001090775028,1379
MGYP000279057816,1379
MGYP005856962937,1379
MGYP001243072001,1380
MGYP000254479303,364
MGYP003510229933,1381
MGYP006168808391,1382
MGYP001596685694,1383
MGYP002713037051,1383
MGYP000177419390,1384
MGYP003987928101,1385
MGYP002869623288,1386
MGYP003582833474,1387
MGYP005980133929,1387
MGYP004705744917,1388
MGYP000732841872,1389
MGYP001211144559,1122
MGYP001502520696,1122
MGYP001555047832,1390
MGYP000996816378,1391
MGYP001548698176,1392
MGYP001238661650,1393
MGYP003419277600,1394
MGYP001055412010,1395
MGYP002162166649,1396
MGYP003590837169,1396
MGYP001517826422,1397
MGYP003366991671,1398
MGYP003181825299,1398
MGYP001122300722,1398
MGYP003615500597,1398
MGYP001591923980,1399
MGYP000881579422,1399
MGYP001563788727,1399
MGYP002900254501,1399
MGYP002627185399,1399
MGYP000656184892,1399
MGYP006119318545,1399
MGYP001507618143,1399
MGYP006393565063,1400
MGYP002733623848,1401
MGYP002514969180,1401
MGYP002554489810,1402
MGYP002468210875,1403
MGYP006054767391,1404
MGYP002647666219,348
MGYP000666979489,347
MGYP004460294889,347
MGYP005906325149,1405
MGYP000016787063,1405
MGYP002514793239,1406
MGYP005766316005,1407
MGYP000407444546,1408
MGYP001297312097,1409
MGYP001093023898,1410
MGYP002526742455,1411
MGYP000269191458,1412
MGYP003186386296,1412
MGYP003217137865,1413
MGYP006161330063,1414
MGYP006108733993,1415
MGYP000901213047,1416
MGYP006168723035,459
MGYP001371546766,459
MGYP001308570627,1417
MGYP000441607938,1418
MGYP003528263443,1418
MGYP003639240718,1419
MGYP000039965362,1420
MGYP003530503529,1421
MGYP001490853866,1422
MGYP006425599395,1423
MGYP001611061225,1424
MGYP001384583465,1425
MGYP003493365496,1425
MGYP003465682604,1426
MGYP003768101655,1427
MGYP001430677485,1428
MGYP005660184583,1429
MGYP004007683371,1430
MGYP000875441042,1431
MGYP001605276094,1432
MGYP000945649950,1433
MGYP003488737119,1433
MGYP001275303947,1433
MGYP004474162867,1434
MGYP000986284329,1435
MGYP002281465316,1436
MGYP005977277351,1437
MGYP002764131123,1438
MGYP000784348768,1439
MGYP002592019359,1440
MGYP003189948838,1440
MGYP001747267091,1440
MGYP003298075000,1441
MGYP004509085457,897
MGYP001284294473,1442
MGYP001127214015,1443
MGYP001033033631,1444
MGYP003265690887,1445
MGYP001591380093,1446
MGYP000988791645,1447
MGYP000208490808,1447
MGYP002039174781,1448
MGYP001288810102,1448
MGYP001668314343,1449
MGYP000895850423,1450
MGYP002531437690,1450
MGYP001766178482,1451
MGYP003518677819,1452
MGYP001765353011,1453
MGYP001234694817,1454
MGYP001471308912,1454
MGYP001208872388,1454
MGYP001583122999,1455
MGYP001460852472,1455
MGYP000055162158,1455
MGYP003601173392,1455
MGYP001657365672,1456
MGYP001521923417,53
MGYP003515285612,1457
MGYP000851127376,1458
MGYP001600271058,1459
MGYP003636026988,1460
MGYP002641530898,1461
MGYP001144905092,1462
MGYP000157931331,1463
MGYP002679002954,1464
MGYP001290310142,267
MGYP005842608575,267
MGYP003378317833,1465
MGYP000511910146,1465
MGYP000616984081,1465
MGYP005662500717,1466
MGYP001266798465,1466
MGYP001278148164,1466
MGYP006202097679,816
MGYP001153540761,816
MGYP000779533792,816
MGYP002641463793,1467
MGYP003445095395,1468
MGYP001822584658,1469
MGYP001763289310,1470
MGYP001527574516,1471
MGYP002625592608,1472
MGYP001751820502,1473
MGYP003315627975,1474
MGYP003336033780,1475
MGYP001298021336,1476
MGYP001793273323,1477
MGYP001389299365,236
MGYP000929022518,236
MGYP005644615353,236
MGYP002758926395,1478
MGYP001155112115,1479
MGYP002358521790,1480
MGYP003267177314,1481
MGYP004609096335,1482
MGYP001761302130,1483
MGYP000176852895,1484
MGYP001566331535,1485
MGYP001322899340,1486
MGYP001411464726,1487
MGYP001348504286,1487
MGYP003439585314,1488
MGYP001463508161,1433
MGYP003324895543,1433
MGYP000558087962,1433
MGYP001486671341,1489
MGYP003467037455,1490
MGYP002717871669,1491
MGYP003345814204,1492
MGYP001217353469,1493
MGYP000812345846,1493
MGYP001611931189,1494
MGYP000404989448,1495
MGYP005760894631,1496
MGYP000892521147,1496
MGYP000931065825,1497
MGYP005721088545,1498
MGYP001347325850,1499
MGYP001823626329,1500
MGYP000681984994,1501
MGYP005988876093,1502
MGYP001318035101,1503
MGYP003219740200,1504
MGYP005780642259,1504
MGYP006054969595,1505
MGYP006217319771,1506
MGYP001410636871,1506
MGYP001181544407,1506
MGYP001260986070,1506
MGYP003389125726,1507
MGYP004710676291,1508
MGYP003298065848,1508
MGYP003987693929,1509
MGYP001569185709,1510
MGYP000748822405,1510
MGYP003564405335,984
MGYP003510650537,1511
MGYP003378654464,1511
MGYP006332741485,1511
MGYP001410961245,1512
MGYP000041612052,1512
MGYP003282297864,1512
MGYP002590903508,1513
MGYP002712238367,1514
MGYP000495477914,1515
MGYP006376856403,1516
MGYP000948728480,1517
MGYP000687245480,1517
MGYP000910642323,1517
MGYP000448898988,1517
MGYP003425001352,1517
MGYP000731907246,1517
MGYP000925188581,475
MGYP003364544668,1518
MGYP000819158106,426
MGYP005702588219,426
MGYP001093885823,1519
MGYP001548917672,1520
MGYP005964128785,1521
MGYP002136429277,587
MGYP000538059341,587
MGYP000844147613,587
MGYP002832150154,587
MGYP002735758816,587
MGYP001387858811,1522
MGYP002782361204,1523
MGYP002784592950,1523
MGYP001143894074,666
MGYP001248493701,1524
MGYP001034221633,1525
MGYP001562896097,1526
MGYP000889013925,1527
MGYP000162752892,1528
MGYP002519911125,1529
MGYP003247902184,1530
MGYP001098556743,242
MGYP001462407062,1531
MGYP000464042391,196
MGYP000411511017,1532
MGYP001993911455,1533
MGYP003112641819,1534
MGYP003441358784,292
MGYP000121776837,1535
MGYP005754808737,518
MGYP001356670598,518
MGYP004522364407,1536
MGYP002544298052,362
MGYP005759838717,1537
MGYP006271125599,1538
MGYP001065194136,1539
MGYP001046568101,1540
MGYP001500272835,1541
MGYP006379339927,1542
MGYP003189039496,1542
MGYP001778406318,1542
MGYP002543929689,1542
MGYP002545921681,1543
MGYP003679590195,1544
MGYP003572739621,1545
MGYP001467456509,1545
MGYP000677813776,1546
MGYP001568718109,1547
MGYP002737518534,1548
MGYP005716582931,712
MGYP003224793750,712
MGYP001224490476,1549
MGYP001411227163,1550
MGYP000983224493,1551
MGYP005836432819,1552
MGYP001264878260,946
MGYP001469118178,946
MGYP001562007653,1553
MGYP004637981803,1554
MGYP003512438021,1555
MGYP001365990706,1556
MGYP001615115406,1557
MGYP003464334562,1558
MGYP003507830889,1559
MGYP000133386547,1560
MGYP003503893730,1561
MGYP001256774361,1562
MGYP001536430817,1563
MGYP001510012842,1564
MGYP000482285219,1565
MGYP002759620200,1566
MGYP001416771023,1567
MGYP003466419011,1568
MGYP006142189255,1569
MGYP001653282162,1570
MGYP003281692418,1570
MGYP000031141050,1571
MGYP003162049269,1572
MGYP000169651421,1573
MGYP003478536109,147
MGYP001445736855,147
MGYP001204560957,147
MGYP000683280333,147
MGYP000570385213,147
MGYP001197543404,147
MGYP002684202982,147
MGYP000139146441,1574
MGYP003996585233,1575
MGYP000354718297,1576
MGYP003985585277,987
MGYP001266983026,1577
MGYP001393503415,1578
MGYP000980176661,1579
MGYP000384975908,1559
MGYP000006535575,1559
MGYP001466462481,1559
MGYP004540418951,1559
MGYP000431202890,1559
MGYP002640542292,1559
MGYP003416128734,1559
MGYP003611755067,1580
MGYP003531355793,1581
MGYP005867313635,1582
MGYP001518167960,1583
MGYP005971797129,1584
MGYP003985582245,1585
MGYP006440144237,859
MGYP001451607931,859
MGYP000328214674,859
MGYP000124723268,859
MGYP001490245999,859
MGYP003327433136,1586
MGYP005756312649,1587
MGYP001261488735,814
MGYP003445337258,814
MGYP000307610408,814
MGYP003469493851,814
MGYP001368887220,814
MGYP001426900003,1588
MGYP001458231309,1589
MGYP001430540727,1590
MGYP001421646726,1591
MGYP001705868796,567
MGYP000365720728,1592
MGYP000575021005,1593
MGYP002752166980,1594
MGYP006098824847,1595
MGYP001151967089,1596
MGYP006286774881,1597
MGYP000828647910,1598
MGYP000487095526,1598
MGYP005764351329,485
MGYP002678391598,485
MGYP000639846149,485
MGYP002425820859,485
MGYP005876111237,485
MGYP002783044479,485
MGYP001379787764,485
MGYP004570684685,485
MGYP003268192724,485
MGYP002545633099,485
MGYP004511303891,485
MGYP001693297091,485
MGYP002654662202,1599
MGYP003376521802,1600
MGYP006222937331,1601
MGYP003581075980,1602
MGYP001358256073,1603
MGYP003350498811,1604
MGYP001298067950,1484
MGYP002571832944,1484
MGYP003343512319,1605
MGYP004529738381,1606
MGYP000091317590,1606
MGYP000514978777,1606
MGYP005044599965,1350
MGYP001618105382,1350
MGYP000099739438,1350
MGYP001224941286,1607
MGYP002681148168,1608
MGYP001968926062,1609
MGYP000812384860,394
MGYP000555935679,394
MGYP002713808638,394
MGYP001360462047,1610
MGYP001942050738,1611
MGYP002757932502,1611
MGYP000081397984,1612
MGYP003775603185,1613
MGYP002706747699,267
MGYP003291779187,267
MGYP002588768591,267
MGYP001453636597,267
MGYP000129780232,267
MGYP001474334160,267
MGYP000795566773,267
MGYP000146026623,267
MGYP003307048550,267
MGYP006342360583,267
MGYP001173560867,267
MGYP000642644949,267
MGYP005745308943,267
MGYP003145455891,267
MGYP005630638913,267
MGYP000815635123,1614
MGYP003108180207,1614
MGYP001196130833,1614
MGYP001306224276,1614
MGYP001222370281,1614
MGYP000995636681,1615
MGYP003993894441,1616
MGYP003840777423,1425
MGYP002734729725,1617
MGYP003979385371,1618
MGYP002193337726,1619
MGYP003346717221,1620
MGYP003130881548,1621
MGYP000029442848,1622
MGYP000409333264,1623
MGYP001187409756,1623
MGYP006213981789,1624
MGYP002046499594,1625
MGYP001263043332,1625
MGYP000874573722,84
MGYP003207826572,88
MGYP000339442795,1626
MGYP003082978136,1627
MGYP003195078287,1135
MGYP002344263135,308
MGYP000802629567,308
MGYP001240364633,1628
MGYP001385762436,1629
MGYP001201316297,1630
MGYP003659352621,1631
MGYP000089996739,1632
MGYP005999693249,1633
MGYP001118251714,1634
MGYP000184891212,1634
MGYP001323613419,1635
MGYP001816027798,1636
MGYP001397135236,1637
MGYP003588946482,1638
MGYP003099538099,1639
