id,biome,cluster
MGYP004688434955,unknown,1281
MGYP001808035076,unknown,1281
MGYP003427417685,unknown,1281
MGYP003591104170,unknown,1282
MGYP001252646187,unknown,1282
MGYP001812892428,unknown,1282
MGYP001739839080,unknown,1283
MGYP006190938607,unknown,1282
MGYP000942391614,unknown,1284
MGYP006122083369,unknown,1285
MGYP000785786373,unknown,1286
MGYP000149838546,unknown,1286
MGYP000413621254,unknown,1286
MGYP002772934938,unknown,1287
MGYP006235046273,unknown,1288
MGYP001221267998,unknown,1289
MGYP006174632745,unknown,1290
MGYP000533661985,unknown,1290
MGYP002552746564,unknown,1151
MGYP002678330434,unknown,1151
MGYP000865533809,unknown,1151
MGYP001529744292,unknown,1151
MGYP002648928978,unknown,161
MGYP004592551343,unknown,161
MGYP000966702483,unknown,1291
MGYP001175332389,unknown,1291
MGYP001616269741,unknown,395
MGYP000197568367,unknown,1292
MGYP000357519567,unknown,1293
MGYP003264016942,unknown,1294
MGYP002411147275,unknown,1295
MGYP000023916264,unknown,1296
MGYP001302931373,unknown,1297
MGYP000960045956,unknown,1298
MGYP000485822964,unknown,1299
MGYP000802397294,unknown,1299
MGYP003120034450,unknown,1300
MGYP000805850229,unknown,1301
MGYP001167155856,unknown,1301
MGYP005869842479,unknown,1301
MGYP004554510253,unknown,1301
MGYP006793224943,unknown,1302
MGYP003267542739,unknown,1303
MGYP003550095962,unknown,1303
MGYP001171315194,unknown,1303
MGYP001659160471,unknown,191
MGYP006225623709,unknown,191
MGYP000087123174,unknown,191
MGYP004540917083,unknown,191
MGYP000948339928,unknown,191
MGYP004694691599,unknown,1304
MGYP005818930487,unknown,1012
MGYP001194900707,unknown,1012
MGYP001471096877,unknown,1012
MGYP001071241656,unknown,1305
MGYP006378122061,unknown,1306
MGYP005990711887,unknown,1307
MGYP001200166112,unknown,1308
MGYP006144661135,unknown,1308
MGYP001296074691,unknown,1308
MGYP005632620065,unknown,1308
MGYP006089921201,unknown,1309
MGYP000983655381,unknown,1309
MGYP006156048053,unknown,584
MGYP001466271931,unknown,584
MGYP003311672546,unknown,584
MGYP003701295017,unknown,1310
MGYP001043332597,unknown,1311
MGYP001020455016,unknown,1312
MGYP000762333605,unknown,1313
MGYP006324413499,unknown,1314
MGYP001021464982,unknown,243
MGYP004461141767,unknown,1315
MGYP001300480784,unknown,1316
MGYP003236434090,unknown,1316
MGYP000467320834,unknown,1316
MGYP001783329349,unknown,1316
MGYP006405232587,unknown,1316
MGYP001195440770,unknown,1316
MGYP000664831228,unknown,545
MGYP001553851764,unknown,545
MGYP003288021207,unknown,1317
MGYP000945514651,unknown,45
MGYP000678768359,unknown,45
MGYP003387575971,unknown,47
MGYP000093040556,unknown,47
MGYP003951880975,unknown,48
MGYP000798393186,unknown,1318
MGYP005954356349,unknown,1319
MGYP001065571490,unknown,1320
MGYP000933972077,unknown,1321
MGYP001575594458,unknown,1322
MGYP002514875141,unknown,1323
MGYP002676205578,unknown,1323
MGYP002702348006,unknown,1324
MGYP000434760797,unknown,1324
MGYP003170219147,unknown,427
MGYP006268389005,unknown,427
MGYP001099320156,unknown,427
MGYP001176109039,unknown,1325
MGYP005688960533,unknown,1326
MGYP001315476732,unknown,1326
MGYP001999369185,unknown,1327
MGYP002562341944,unknown,348
MGYP005739698605,unknown,1327
MGYP000881156383,unknown,1328
MGYP002583224285,unknown,1329
MGYP001548583292,unknown,1330
MGYP000258193147,unknown,1330
MGYP002798682639,unknown,1331
MGYP003638076825,unknown,1332
MGYP001366208089,unknown,1333
MGYP001327140997,unknown,1334
MGYP005692850181,unknown,1335
MGYP004590207079,unknown,1336
MGYP003546843207,unknown,1337
MGYP000706832763,unknown,1338
MGYP000956556753,unknown,1339
MGYP001362776065,unknown,1340
MGYP001357256704,unknown,1341
MGYP003258833853,unknown,1342
MGYP006365149907,unknown,1343
MGYP001419063888,unknown,365
MGYP001044742556,unknown,365
MGYP001941828522,unknown,1344
MGYP000164459368,unknown,1345
MGYP001510780668,unknown,1345
MGYP001486782144,unknown,163
MGYP001792376873,unknown,1346
MGYP000816188300,unknown,1347
MGYP000340761861,unknown,1348
MGYP004661847323,unknown,1349
MGYP004453898019,unknown,1349
MGYP000131290423,unknown,461
MGYP002752911214,unknown,461
MGYP003184746403,unknown,461
MGYP001738341314,unknown,462
MGYP002758505466,unknown,1350
MGYP003475292835,unknown,462
MGYP000846853321,unknown,1351
MGYP001049788131,unknown,1352
MGYP003463870267,unknown,1353
MGYP005683132557,unknown,1354
MGYP000616149970,unknown,1354
MGYP000111979012,unknown,1355
MGYP000549347590,unknown,1356
MGYP001738223195,unknown,1356
MGYP003105168882,unknown,11
MGYP003128498161,unknown,197
MGYP005992408517,unknown,197
MGYP001493928221,unknown,197
MGYP000339791932,unknown,398
MGYP000076294161,unknown,1357
MGYP006402382711,unknown,1357
MGYP005700057827,unknown,1357
MGYP001493648594,unknown,1358
MGYP001236532338,unknown,1359
MGYP000975935627,unknown,1360
MGYP003428340773,unknown,1361
MGYP006185098031,unknown,1362
MGYP000831671594,unknown,312
MGYP002571186187,unknown,312
MGYP000345972299,unknown,312
MGYP004592296845,unknown,312
MGYP002745139441,unknown,312
MGYP000966066588,unknown,312
MGYP000269975837,unknown,312
MGYP000811443632,unknown,312
MGYP000474378665,unknown,1363
MGYP003123896999,unknown,1364
MGYP006388681693,unknown,1365
MGYP003598867756,unknown,1365
MGYP001043585438,unknown,1365
MGYP001019143354,unknown,1365
MGYP003438806512,unknown,1365
MGYP000341654748,unknown,1365
MGYP001036356691,unknown,1366
MGYP000672225562,unknown,1367
MGYP000573662548,unknown,85
MGYP000312442357,unknown,85
MGYP001533368561,unknown,85
MGYP001143325914,unknown,85
MGYP001198209531,unknown,1368
MGYP001824912401,unknown,85
MGYP001067246616,unknown,71
MGYP003430843875,unknown,71
MGYP001449778279,unknown,71
MGYP003383407519,unknown,71
MGYP002738129147,unknown,71
MGYP006056895295,unknown,71
MGYP000818621116,unknown,71
MGYP001579457516,unknown,71
MGYP001606328357,unknown,1369
MGYP003288178541,unknown,1370
MGYP000659048867,unknown,197
MGYP000358617509,unknown,1371
MGYP003447704060,unknown,1372
MGYP001766225266,unknown,1373
MGYP003655536288,unknown,1374
MGYP003638993547,unknown,1375
MGYP000043760039,unknown,1376
MGYP006338058851,unknown,1377
MGYP000249323068,unknown,1377
MGYP005966525905,unknown,1377
MGYP005612040745,unknown,1377
MGYP003434520897,unknown,1378
MGYP000949215530,unknown,1378
MGYP000910923565,unknown,1378
MGYP001025844236,unknown,1379
MGYP001090775028,unknown,1379
MGYP000279057816,unknown,1379
MGYP005856962937,unknown,1379
MGYP001243072001,unknown,1380
MGYP000254479303,unknown,365
MGYP003510229933,unknown,1381
MGYP006168808391,unknown,1382
MGYP001596685694,unknown,1383
MGYP002713037051,unknown,1383
MGYP000177419390,unknown,1384
MGYP003987928101,unknown,1385
MGYP002869623288,unknown,1386
MGYP003582833474,unknown,1387
MGYP005980133929,unknown,1387
MGYP004705744917,unknown,1388
MGYP000732841872,unknown,1389
MGYP001211144559,unknown,1122
MGYP001502520696,unknown,1122
MGYP001555047832,unknown,1390
MGYP000996816378,unknown,1391
MGYP001548698176,unknown,1392
MGYP001238661650,unknown,1393
MGYP003419277600,unknown,1394
MGYP001055412010,unknown,1395
MGYP002162166649,unknown,1396
MGYP003590837169,unknown,1396
MGYP001517826422,unknown,1397
MGYP003366991671,unknown,1398
MGYP003181825299,unknown,1398
MGYP001122300722,unknown,1398
MGYP003615500597,unknown,1398
MGYP001591923980,unknown,1399
MGYP000881579422,unknown,1399
MGYP001563788727,unknown,1399
MGYP002900254501,unknown,1399
MGYP002627185399,unknown,1399
MGYP000656184892,unknown,1399
MGYP006119318545,unknown,1399
MGYP001507618143,unknown,1399
MGYP006393565063,unknown,1400
MGYP002733623848,unknown,1401
MGYP002514969180,unknown,1401
MGYP002554489810,unknown,1402
MGYP002468210875,unknown,1403
MGYP006054767391,unknown,1404
MGYP002647666219,unknown,349
MGYP000666979489,unknown,348
MGYP004460294889,unknown,348
MGYP005906325149,unknown,1405
MGYP000016787063,unknown,1405
MGYP002514793239,unknown,1406
MGYP005766316005,unknown,1407
MGYP000407444546,unknown,1408
MGYP001297312097,unknown,1409
MGYP001093023898,unknown,1410
MGYP002526742455,unknown,1411
MGYP000269191458,unknown,1412
MGYP003186386296,unknown,1412
MGYP003217137865,unknown,1413
MGYP006161330063,unknown,1414
MGYP006108733993,unknown,1415
MGYP000901213047,unknown,1416
MGYP006168723035,unknown,460
MGYP001371546766,unknown,460
MGYP001308570627,unknown,1417
MGYP000441607938,unknown,1418
MGYP003528263443,unknown,1418
MGYP003639240718,unknown,1419
MGYP000039965362,unknown,1420
MGYP003530503529,unknown,1421
MGYP001490853866,unknown,1422
MGYP006425599395,unknown,1423
MGYP001611061225,unknown,1424
MGYP001384583465,unknown,1425
MGYP003493365496,unknown,1425
MGYP003465682604,unknown,1426
MGYP003768101655,unknown,1427
MGYP001430677485,unknown,1428
MGYP005660184583,unknown,1429
MGYP004007683371,unknown,1430
MGYP000875441042,unknown,1431
MGYP001605276094,unknown,1432
MGYP000945649950,unknown,1433
MGYP003488737119,unknown,1433
MGYP001275303947,unknown,1433
MGYP004474162867,unknown,1434
MGYP000986284329,unknown,1435
MGYP002281465316,unknown,1436
MGYP005977277351,unknown,1437
MGYP002764131123,unknown,1438
MGYP000784348768,unknown,1439
MGYP002592019359,unknown,1440
MGYP003189948838,unknown,1440
MGYP001747267091,unknown,1440
MGYP003298075000,unknown,1441
MGYP004509085457,unknown,897
MGYP001284294473,unknown,1442
MGYP001127214015,unknown,1443
MGYP001033033631,unknown,1444
MGYP003265690887,unknown,1445
MGYP001591380093,unknown,1446
MGYP000988791645,unknown,1447
MGYP000208490808,unknown,1447
MGYP002039174781,unknown,1448
MGYP001288810102,unknown,1448
MGYP001668314343,unknown,1449
MGYP000895850423,unknown,1450
MGYP002531437690,unknown,1450
MGYP001766178482,unknown,1451
MGYP003518677819,unknown,1452
MGYP001765353011,unknown,1453
MGYP001234694817,unknown,1454
MGYP001471308912,unknown,1454
MGYP001208872388,unknown,1454
MGYP001583122999,unknown,1455
MGYP001460852472,unknown,1455
MGYP000055162158,unknown,1455
MGYP003601173392,unknown,1455
MGYP001657365672,unknown,1456
MGYP001521923417,unknown,54
MGYP003515285612,unknown,1457
MGYP000851127376,unknown,1458
MGYP001600271058,unknown,1459
MGYP003636026988,unknown,1460
MGYP002641530898,unknown,1461
MGYP001144905092,unknown,1462
MGYP000157931331,unknown,1463
MGYP002679002954,unknown,1464
MGYP001290310142,unknown,268
MGYP005842608575,unknown,268
MGYP003378317833,unknown,1465
MGYP000511910146,unknown,1465
MGYP000616984081,unknown,1465
MGYP005662500717,unknown,1466
MGYP001266798465,unknown,1466
MGYP001278148164,unknown,1466
MGYP006202097679,unknown,816
MGYP001153540761,unknown,816
MGYP000779533792,unknown,816
MGYP002641463793,unknown,1467
MGYP003445095395,unknown,1468
MGYP001822584658,unknown,1469
MGYP001763289310,unknown,1470
MGYP001527574516,unknown,1471
MGYP002625592608,unknown,1472
MGYP001751820502,unknown,1473
MGYP003315627975,unknown,1474
MGYP003336033780,unknown,1475
MGYP001298021336,unknown,1476
MGYP001793273323,unknown,1477
MGYP001389299365,unknown,237
MGYP000929022518,unknown,237
MGYP005644615353,unknown,237
MGYP002758926395,unknown,1478
MGYP001155112115,unknown,1479
MGYP002358521790,unknown,1480
MGYP003267177314,unknown,1481
MGYP004609096335,unknown,1482
MGYP001761302130,unknown,1483
MGYP000176852895,unknown,1484
MGYP001566331535,unknown,1485
MGYP001322899340,unknown,1486
MGYP001411464726,unknown,1487
MGYP001348504286,unknown,1487
MGYP003439585314,unknown,1488
MGYP001463508161,unknown,1433
MGYP003324895543,unknown,1433
MGYP000558087962,unknown,1433
MGYP001486671341,unknown,1489
MGYP003467037455,unknown,1490
MGYP002717871669,unknown,1491
MGYP003345814204,unknown,1492
MGYP001217353469,unknown,1493
MGYP000812345846,unknown,1493
MGYP001611931189,unknown,1494
MGYP000404989448,unknown,1495
MGYP005760894631,unknown,1496
MGYP000892521147,unknown,1496
MGYP000931065825,unknown,1497
MGYP005721088545,unknown,1498
MGYP001347325850,unknown,1499
MGYP001823626329,unknown,1500
MGYP000681984994,unknown,1501
MGYP005988876093,unknown,1502
MGYP001318035101,unknown,1503
MGYP003219740200,unknown,1504
MGYP005780642259,unknown,1504
MGYP006054969595,unknown,1505
MGYP006217319771,unknown,1506
MGYP001410636871,unknown,1506
MGYP001181544407,unknown,1506
MGYP001260986070,unknown,1506
MGYP003389125726,unknown,1507
MGYP004710676291,unknown,1508
MGYP003298065848,unknown,1508
MGYP003987693929,unknown,1509
MGYP001569185709,unknown,1510
MGYP000748822405,unknown,1510
MGYP003564405335,unknown,984
MGYP003510650537,unknown,1511
MGYP003378654464,unknown,1511
MGYP006332741485,unknown,1511
MGYP001410961245,unknown,1512
MGYP000041612052,unknown,1512
MGYP003282297864,unknown,1512
MGYP002590903508,unknown,1513
MGYP002712238367,unknown,1514
MGYP000495477914,root:Host-associated:Human:Digestive system:Large intestine:Fecal,1515
MGYP006376856403,unknown,1516
MGYP000948728480,unknown,1517
MGYP000687245480,unknown,1517
MGYP000910642323,unknown,1517
MGYP000448898988,unknown,1517
MGYP003425001352,unknown,1517
MGYP000731907246,unknown,1517
MGYP000925188581,unknown,476
MGYP003364544668,unknown,1518
MGYP000819158106,unknown,427
MGYP005702588219,unknown,427
MGYP001093885823,unknown,1519
MGYP001548917672,unknown,1520
MGYP005964128785,unknown,1521
MGYP002136429277,unknown,588
MGYP000538059341,unknown,588
MGYP000844147613,unknown,588
MGYP002832150154,unknown,588
MGYP002735758816,unknown,588
MGYP001387858811,unknown,1522
MGYP002782361204,unknown,1523
MGYP002784592950,unknown,1523
MGYP001143894074,unknown,666
MGYP001248493701,unknown,1524
MGYP001034221633,unknown,1525
MGYP001562896097,unknown,1526
MGYP000889013925,unknown,1527
MGYP000162752892,unknown,1528
MGYP002519911125,unknown,1529
MGYP003247902184,unknown,1530
MGYP001098556743,unknown,243
MGYP001462407062,unknown,1531
MGYP000464042391,unknown,197
MGYP000411511017,unknown,1532
MGYP001993911455,unknown,1533
MGYP003112641819,unknown,1534
MGYP003441358784,unknown,293
MGYP000121776837,unknown,1535
MGYP005754808737,unknown,519
MGYP001356670598,unknown,519
MGYP004522364407,unknown,1536
MGYP002544298052,unknown,363
MGYP005759838717,unknown,1537
MGYP006271125599,unknown,1538
MGYP001065194136,unknown,1539
MGYP001046568101,unknown,1540
MGYP001500272835,unknown,1541
MGYP006379339927,unknown,1542
MGYP003189039496,unknown,1542
MGYP001778406318,unknown,1542
MGYP002543929689,unknown,1542
MGYP002545921681,unknown,1543
MGYP003679590195,unknown,1544
MGYP003572739621,unknown,1545
MGYP001467456509,unknown,1545
MGYP000677813776,unknown,1546
MGYP001568718109,unknown,1547
MGYP002737518534,unknown,1548
MGYP005716582931,unknown,712
MGYP003224793750,unknown,712
MGYP001224490476,unknown,1549
MGYP001411227163,unknown,1550
MGYP000983224493,unknown,1551
MGYP005836432819,unknown,1552
MGYP001264878260,unknown,946
MGYP001469118178,unknown,946
MGYP001562007653,unknown,1553
MGYP004637981803,unknown,1554
MGYP003512438021,unknown,1555
MGYP001365990706,unknown,1556
MGYP001615115406,unknown,1557
MGYP003464334562,unknown,1558
MGYP003507830889,unknown,1559
MGYP000133386547,unknown,1560
MGYP003503893730,unknown,1561
MGYP001256774361,unknown,1562
MGYP001536430817,unknown,1563
MGYP001510012842,unknown,1564
MGYP000482285219,unknown,1565
MGYP002759620200,unknown,1566
MGYP001416771023,unknown,1567
MGYP003466419011,unknown,1568
MGYP006142189255,unknown,1569
MGYP001653282162,unknown,1570
MGYP003281692418,unknown,1570
MGYP000031141050,unknown,1571
MGYP003162049269,unknown,1572
MGYP000169651421,unknown,1573
MGYP003478536109,unknown,148
MGYP001445736855,unknown,148
MGYP001204560957,unknown,148
MGYP000683280333,unknown,148
MGYP000570385213,unknown,148
MGYP001197543404,unknown,148
MGYP002684202982,unknown,148
MGYP000139146441,unknown,1574
MGYP003996585233,unknown,1575
MGYP000354718297,unknown,1576
MGYP003985585277,unknown,987
MGYP001266983026,unknown,1577
MGYP001393503415,unknown,1578
MGYP000980176661,unknown,1579
MGYP000384975908,unknown,1559
MGYP000006535575,unknown,1559
MGYP001466462481,unknown,1559
MGYP004540418951,unknown,1559
MGYP000431202890,unknown,1559
MGYP002640542292,unknown,1559
MGYP003416128734,unknown,1559
MGYP003611755067,unknown,1580
MGYP003531355793,unknown,1581
MGYP005867313635,unknown,1582
MGYP001518167960,unknown,1583
MGYP005971797129,unknown,1584
MGYP003985582245,unknown,1585
MGYP006440144237,unknown,859
MGYP001451607931,unknown,859
MGYP000328214674,unknown,859
MGYP000124723268,unknown,859
MGYP001490245999,unknown,859
MGYP003327433136,unknown,1586
MGYP005756312649,unknown,1587
MGYP001261488735,unknown,814
MGYP003445337258,unknown,814
MGYP000307610408,unknown,814
MGYP003469493851,unknown,814
MGYP001368887220,unknown,814
MGYP001426900003,unknown,1588
MGYP001458231309,unknown,1589
MGYP001430540727,unknown,1590
MGYP001421646726,unknown,1591
MGYP001705868796,unknown,568
MGYP000365720728,unknown,1592
MGYP000575021005,unknown,1593
MGYP002752166980,unknown,1594
MGYP006098824847,unknown,1595
MGYP001151967089,unknown,1596
MGYP006286774881,unknown,1597
MGYP000828647910,unknown,1598
MGYP000487095526,unknown,1598
MGYP005764351329,unknown,486
MGYP002678391598,unknown,486
MGYP000639846149,unknown,486
MGYP002425820859,unknown,486
MGYP005876111237,unknown,486
MGYP002783044479,unknown,486
MGYP001379787764,unknown,486
MGYP004570684685,unknown,486
MGYP003268192724,unknown,486
MGYP002545633099,unknown,486
MGYP004511303891,unknown,486
MGYP001693297091,unknown,486
MGYP002654662202,unknown,1599
MGYP003376521802,unknown,1600
MGYP006222937331,unknown,1601
MGYP003581075980,unknown,1602
MGYP001358256073,unknown,1603
MGYP003350498811,root:Environmental:Aquatic:Marine:Oceanic,1604
MGYP001298067950,unknown,1484
MGYP002571832944,unknown,1484
MGYP003343512319,unknown,1605
MGYP004529738381,unknown,1606
MGYP000091317590,unknown,1606
MGYP000514978777,unknown,1606
MGYP005044599965,unknown,1350
MGYP001618105382,unknown,1350
MGYP000099739438,unknown,1350
MGYP001224941286,unknown,1607
MGYP002681148168,unknown,1608
MGYP001968926062,unknown,1609
MGYP000812384860,unknown,395
MGYP000555935679,unknown,395
MGYP002713808638,unknown,395
MGYP001360462047,unknown,1610
MGYP001942050738,unknown,1611
MGYP002757932502,unknown,1611
MGYP000081397984,unknown,1612
MGYP003775603185,unknown,1613
MGYP002706747699,unknown,268
MGYP003291779187,unknown,268
MGYP002588768591,unknown,268
MGYP001453636597,unknown,268
MGYP000129780232,unknown,268
MGYP001474334160,unknown,268
MGYP000795566773,unknown,268
MGYP000146026623,unknown,268
MGYP003307048550,unknown,268
MGYP006342360583,unknown,268
MGYP001173560867,unknown,268
MGYP000642644949,unknown,268
MGYP005745308943,unknown,268
MGYP003145455891,unknown,268
MGYP005630638913,unknown,268
MGYP000815635123,unknown,1614
MGYP003108180207,unknown,1614
MGYP001196130833,unknown,1614
MGYP001306224276,unknown,1614
MGYP001222370281,unknown,1614
MGYP000995636681,unknown,1615
MGYP003993894441,unknown,1616
MGYP003840777423,unknown,1425
MGYP002734729725,unknown,1617
MGYP003979385371,unknown,1618
MGYP002193337726,unknown,1619
MGYP003346717221,unknown,1620
MGYP003130881548,unknown,1621
MGYP000029442848,unknown,1622
MGYP000409333264,unknown,1623
MGYP001187409756,unknown,1623
MGYP006213981789,unknown,1624
MGYP002046499594,unknown,1625
MGYP001263043332,unknown,1625
MGYP000874573722,unknown,85
MGYP003207826572,unknown,89
MGYP000339442795,unknown,1626
MGYP003082978136,unknown,1627
MGYP003195078287,unknown,1135
MGYP002344263135,unknown,309
MGYP000802629567,unknown,309
MGYP001240364633,unknown,1628
MGYP001385762436,unknown,1629
MGYP001201316297,unknown,1630
MGYP003659352621,unknown,1631
MGYP000089996739,unknown,1632
MGYP005999693249,unknown,1633
MGYP001118251714,unknown,1634
MGYP000184891212,unknown,1634
MGYP001323613419,unknown,1635
MGYP001816027798,unknown,1636
MGYP001397135236,unknown,1637
MGYP003588946482,unknown,1638
MGYP003099538099,unknown,1639
MGYP000955294159,unknown,1640
MGYP000768800309,unknown,1641
MGYP001460649792,unknown,427
MGYP000629986998,unknown,427
MGYP001199881185,unknown,427
MGYP001153942880,unknown,1642
MGYP002041139042,unknown,1642
MGYP003305962233,unknown,857
MGYP001739114898,unknown,857
MGYP006165251999,unknown,1643
MGYP002637592968,unknown,1644
MGYP000533136041,unknown,1645
MGYP000100339669,unknown,1646
MGYP000203235765,unknown,1647
MGYP003357715381,unknown,1648
MGYP001393986062,unknown,1649
MGYP001456700654,unknown,418
MGYP000948992953,unknown,1650
MGYP002393549104,unknown,1651
MGYP002572170187,unknown,1652
MGYP002614990616,unknown,1653
MGYP006074393733,unknown,1654
MGYP001148199446,unknown,1654
MGYP003101028378,unknown,1655
MGYP001171683346,unknown,237
MGYP001941440186,unknown,237
MGYP003956678543,unknown,237
MGYP005942192321,unknown,237
MGYP001226935635,unknown,1656
MGYP003293833957,unknown,1657
MGYP002755145611,unknown,1657
MGYP000465812227,unknown,1657
MGYP001159715526,unknown,1242
MGYP006453070519,unknown,1658
MGYP000947588146,unknown,1659
MGYP003151129412,unknown,1660
MGYP003150408285,unknown,1660
MGYP001087703196,unknown,1271
MGYP000507089420,unknown,1661
MGYP003292683776,unknown,1662
MGYP001850955957,unknown,1663
MGYP000376498757,unknown,1664
MGYP000953012345,unknown,1665
MGYP003419510467,unknown,1666
MGYP003115963088,unknown,1667
MGYP003702066501,unknown,1667
MGYP005993054755,unknown,1668
MGYP003142031775,unknown,1668
MGYP003110170998,unknown,1669
MGYP005987421999,unknown,1669
MGYP002698069488,unknown,1669
MGYP000853914125,unknown,1670
MGYP003344312136,unknown,1671
MGYP001095820362,unknown,1672
MGYP006219843295,unknown,1673
MGYP000064081427,unknown,1674
MGYP002516573477,unknown,1675
MGYP000991173631,unknown,1675
MGYP001075277499,unknown,1675
MGYP001594947315,unknown,1383
MGYP004491569229,unknown,1559
MGYP003253626253,unknown,1559
MGYP000963832240,unknown,1676
MGYP003468978486,unknown,1677
MGYP005677671521,unknown,1678
MGYP005658527359,unknown,1678
MGYP001169848902,unknown,1679
MGYP002763000501,unknown,1679
MGYP003266704148,unknown,1679
MGYP003243475381,unknown,1679
MGYP000330792507,unknown,1680
MGYP000420940132,unknown,1681
MGYP006224151775,unknown,1682
MGYP000389102441,unknown,1683
MGYP000417542823,unknown,1684
MGYP003229355085,unknown,1685
MGYP001527882985,unknown,1686
MGYP000233599117,unknown,1687
MGYP006324463781,unknown,1688
MGYP001255917867,unknown,1689
MGYP000886539414,unknown,668
MGYP001753216938,unknown,1690
MGYP001359223503,unknown,1691
MGYP001345618668,unknown,1692
MGYP000366528010,unknown,397
MGYP006232431979,unknown,1693
MGYP001245932850,unknown,197
MGYP001563443641,unknown,1694
MGYP000419616078,unknown,1695
MGYP001812014131,unknown,1696
MGYP003574424033,unknown,1696
MGYP001326714205,unknown,1697
MGYP001320070593,unknown,1678
MGYP001237746110,unknown,1698
MGYP001542443402,unknown,1675
MGYP000752653972,unknown,1675
MGYP003573589324,unknown,1675
MGYP001289423017,unknown,1699
MGYP000952048189,unknown,1700
MGYP001310041332,unknown,1701
MGYP000260976689,unknown,1702
MGYP001766112037,unknown,1703
MGYP002724814577,unknown,1704
MGYP000995512773,unknown,1705
MGYP000965848203,unknown,1706
MGYP000747626099,unknown,855
MGYP003466279391,unknown,1707
MGYP001739169222,unknown,1708
MGYP002555075277,unknown,1709
MGYP000996390208,unknown,1710
MGYP000528567886,unknown,1711
MGYP000670244012,unknown,1712
MGYP001116499348,unknown,1712
MGYP001798447629,unknown,1713
MGYP000019893258,unknown,1714
MGYP001533455291,unknown,1715
MGYP000760055804,unknown,1716
MGYP000324932105,unknown,1717
MGYP005821184067,unknown,1718
MGYP000935778425,unknown,1719
MGYP000841198297,unknown,1720
MGYP003487514756,unknown,1721
MGYP001333737462,unknown,1722
MGYP001073329804,unknown,1723
MGYP004460972667,unknown,1723
MGYP000951759548,unknown,1723
MGYP000837302695,unknown,1723
MGYP001182173298,unknown,1724
MGYP003534620909,unknown,1725
MGYP000717080945,unknown,1726
MGYP003525001965,unknown,1727
MGYP003392342972,unknown,1727
MGYP003021813834,unknown,1728
MGYP002596866649,unknown,1728
MGYP005695837331,unknown,1729
MGYP003161710747,unknown,1730
MGYP000250110488,unknown,1731
MGYP001552592663,unknown,1732
MGYP003508908190,unknown,1732
MGYP000540445530,unknown,1377
MGYP001738978155,unknown,1733
MGYP001459138098,unknown,1734
MGYP000668639715,unknown,1735
MGYP003343844826,unknown,1736
MGYP005757381761,unknown,1559
MGYP001192840873,unknown,1737
MGYP001425945518,unknown,1135
MGYP000198412906,unknown,1135
MGYP000793163239,unknown,1135
MGYP002573055870,unknown,1738
MGYP001350787947,unknown,1739
MGYP001392885366,unknown,1739
MGYP001231373027,unknown,1740
MGYP001035665491,unknown,1740
MGYP001098940068,unknown,1740
MGYP001216546157,unknown,1740
MGYP001413257584,unknown,1740
MGYP001292000483,unknown,1740
MGYP001294805277,unknown,1740
MGYP001480663269,unknown,1740
MGYP006166789427,unknown,1740
MGYP001328830439,unknown,1741
MGYP002651259575,unknown,1741
MGYP002713013326,unknown,1741
MGYP001447645227,unknown,1742
MGYP000799658132,unknown,1743
MGYP003502346038,unknown,1744
MGYP006050200879,unknown,1744
MGYP001623913315,unknown,1744
MGYP001372223060,unknown,1745
MGYP001129144058,unknown,1746
MGYP000107779724,unknown,590
MGYP006416206297,unknown,590
MGYP000536925769,unknown,590
MGYP000080144096,unknown,1747
MGYP000091487390,unknown,1747
MGYP001781649022,unknown,1747
MGYP001525656373,unknown,1748
MGYP001194371208,unknown,1749
MGYP002764061205,unknown,1750
MGYP000161045438,unknown,1750
MGYP003956749421,unknown,1751
MGYP000506983650,unknown,1751
MGYP003344410437,unknown,1752
MGYP003322801404,unknown,1753
MGYP001432211859,unknown,1754
MGYP003916625009,unknown,89
MGYP001601468029,unknown,1755
MGYP005642433859,unknown,11
MGYP001058463955,unknown,11
MGYP000900760839,unknown,11
MGYP000033242474,unknown,11
MGYP001661770968,unknown,11
MGYP001532868002,unknown,11
MGYP000267942812,unknown,1756
MGYP001230155799,unknown,1757
MGYP000345771416,unknown,1758
MGYP000445686762,unknown,1758
MGYP002711861001,unknown,1759
MGYP000497818975,unknown,1760
MGYP002571651011,unknown,1761
MGYP001287615680,unknown,1762
MGYP001159424019,unknown,1763
MGYP001080173485,unknown,173
MGYP005876235451,unknown,173
MGYP005764599423,unknown,173
MGYP003414123699,unknown,126
MGYP003379510473,unknown,126
MGYP001345698223,unknown,1764
MGYP001231400900,unknown,1765
MGYP000053013239,unknown,1766
MGYP000316921402,unknown,1767
MGYP000822927400,unknown,1767
MGYP000276866129,unknown,1768
MGYP002578425087,unknown,1769
MGYP003281650655,unknown,1769
MGYP003506706290,unknown,1769
MGYP000914247624,unknown,1769
MGYP000986092096,unknown,1769
MGYP000720045751,unknown,1769
MGYP003252024716,unknown,1769
MGYP005647894821,unknown,1770
MGYP000535745933,unknown,1771
MGYP001826836439,unknown,1772
MGYP002675877277,unknown,1773
MGYP000223428811,unknown,1774
MGYP005819972667,unknown,1775
MGYP003320681252,unknown,1776
MGYP000600766604,unknown,1776
MGYP003556620553,unknown,1184
MGYP001633656152,unknown,1777
MGYP000404608521,unknown,1777
MGYP001060132717,unknown,1778
