source,target,weight
MGYP004527551593,MGYP000836895519,0.6451088
MGYP004527551593,MGYP002968179266,0.65333873
MGYP004527551593,MGYP000107991404,0.78231764
MGYP004527551593,MGYP004537178793,0.64028263
MGYP004527551593,MGYP000970211444,0.64723885
MGYP004527551593,MGYP005760342571,0.6353344
MGYP004527551593,MGYP000793778038,0.6508023
MGYP004527551593,MGYP002968172819,0.6319108
MGYP004527551593,MGYP001071654292,0.65855366
MGYP004527551593,MGYP002706045347,0.64802486
MGYP004527551593,MGYP004597713835,0.64334905
MGYP004527551593,MGYP002446744829,0.6392064
MGYP004527551593,MGYP004657630737,0.6421331
MGYP004527551593,MGYP002647451822,0.65716803
MGYP004527551593,MGYP004707627243,0.6385012
MGYP004527551593,MGYP000828032861,0.6517309
MGYP004527551593,MGYP000254552526,0.64693713
MGYP004527551593,MGYP000180421457,0.67491025
MGYP004527551593,MGYP003209376639,0.6466677
MGYP004527551593,MGYP000831599676,0.6533049
MGYP004527551593,MGYP004527551593,1.0000002
MGYP004527551593,MGYP000512175703,0.65540254
MGYP004527551593,MGYP000785408389,0.6497516
MGYP004527551593,MGYP000790265781,0.6435193
MGYP002446744829,MGYP004537990815,0.6305692
MGYP002446744829,MGYP001177758743,0.6327669
MGYP002446744829,MGYP000242428424,0.6513402
MGYP002446744829,MGYP000369388215,0.643152
MGYP002446744829,MGYP002097459013,0.63728046
MGYP002446744829,MGYP002772374854,0.6417272
MGYP002446744829,MGYP002252231435,0.65935427
MGYP002446744829,MGYP002298052746,0.65532106
MGYP002446744829,MGYP001658011065,0.6624346
MGYP002446744829,MGYP000330990323,0.6581723
MGYP002446744829,MGYP000790265781,0.64845276
MGYP002446744829,MGYP002548593200,0.6488384
MGYP002446744829,MGYP000757867350,0.64276177
MGYP002446744829,MGYP002624607216,0.64521146
MGYP002446744829,MGYP000330813549,0.6453757
MGYP002446744829,MGYP002585578476,0.6554344
MGYP002446744829,MGYP002310890963,0.67016727
MGYP002446744829,MGYP004508035825,0.6364574
MGYP002446744829,MGYP000836895519,0.653673
MGYP002446744829,MGYP002968179266,0.66425496
MGYP002446744829,MGYP000107991404,0.64587486
MGYP002446744829,MGYP000893922707,0.64463437
MGYP002446744829,MGYP004537178793,0.63836515
MGYP002446744829,MGYP000970211444,0.64922816
MGYP002446744829,MGYP003288708258,0.6418996
MGYP002446744829,MGYP003372142957,0.66565263
MGYP002446744829,MGYP000793778038,0.64885664
MGYP002446744829,MGYP000718045561,0.65703464
MGYP002446744829,MGYP001071654292,0.6598077
MGYP002446744829,MGYP004570455549,0.6367421
MGYP002446744829,MGYP002706045347,0.6469996
MGYP002446744829,MGYP004597713835,0.63143694
MGYP002446744829,MGYP000454781986,0.61734957
MGYP002446744829,MGYP002446744829,1.0000002
MGYP002446744829,MGYP000254552526,0.6884107
MGYP002446744829,MGYP004657630737,0.67046887
MGYP002446744829,MGYP002225496675,0.6634662
MGYP002446744829,MGYP000209894141,0.6620959
MGYP002446744829,MGYP000828032861,0.66759026
MGYP002446744829,MGYP000180421457,0.6552002
MGYP002446744829,MGYP002647451822,0.6632176
MGYP002446744829,MGYP000178852111,0.647055
MGYP002446744829,MGYP003209376639,0.65198076
MGYP002446744829,MGYP002791515080,0.63965803
MGYP002446744829,MGYP000831599676,0.63847935
MGYP002446744829,MGYP002596084419,0.63716364
MGYP002446744829,MGYP004707627243,0.6281967
MGYP002446744829,MGYP000475571677,0.63655436
MGYP002446744829,MGYP000466024593,0.6317405
MGYP002446744829,MGYP000512175703,0.6399677
MGYP002446744829,MGYP000572664961,0.6536862
MGYP000824624612,MGYP001177758743,0.6267283
MGYP000824624612,MGYP003366750658,0.67536616
MGYP000824624612,MGYP002582422754,0.69820476
MGYP000824624612,MGYP002596842972,0.7226513
MGYP000824624612,MGYP002252231435,0.6050359
MGYP000824624612,MGYP000330990323,0.6327692
MGYP000824624612,MGYP000233593688,0.6251306
MGYP000824624612,MGYP002537379531,0.6706417
MGYP000824624612,MGYP002773984590,0.6727926
MGYP000824624612,MGYP000330813549,0.6075553
MGYP000824624612,MGYP004508035825,0.6442903
MGYP000824624612,MGYP000836895519,0.61872244
MGYP000824624612,MGYP002968179266,0.6559051
MGYP000824624612,MGYP000970211444,0.590444
MGYP000824624612,MGYP002621126900,0.65180737
MGYP000824624612,MGYP000793778038,0.6491443
MGYP000824624612,MGYP002968172819,0.6694779
MGYP000824624612,MGYP002706045347,0.6146475
MGYP000824624612,MGYP002711195220,0.703862
MGYP000824624612,MGYP000824624612,0.9999999
MGYP000824624612,MGYP000831599676,0.65841275
MGYP000824624612,MGYP000512175703,0.6595524
MGYP000824624612,MGYP004587730217,0.65952575
MGYP000824624612,MGYP000572664961,0.63718516
MGYP000824624612,MGYP000785408389,0.62516725
MGYP000824624612,MGYP002624607216,0.5916843
MGYP000824624612,MGYP001066010926,0.6272472
MGYP000824624612,MGYP000828032861,0.6106925
MGYP000824624612,MGYP002772374854,0.5889888
MGYP000824624612,MGYP005760342571,0.60730255
MGYP001315476732,MGYP005688960533,0.7283064
MGYP001315476732,MGYP005766428601,0.62364966
MGYP001315476732,MGYP001315476732,1.0000001
MGYP005970459615,MGYP005970459615,0.99999994
MGYP005970459615,MGYP005766428601,0.62042093
MGYP005970459615,MGYP000447162930,0.6441894
MGYP003219244625,MGYP003219244625,0.9999999
MGYP002773984590,MGYP005835519519,0.67313665
MGYP002773984590,MGYP003366750658,0.6627253
MGYP002773984590,MGYP002582422754,0.687215
MGYP002773984590,MGYP002596842972,0.71859753
MGYP002773984590,MGYP000330990323,0.64108986
MGYP002773984590,MGYP000790265781,0.6324623
MGYP002773984590,MGYP002799432701,0.6479306
MGYP002773984590,MGYP000233593688,0.59311223
MGYP002773984590,MGYP000475571677,0.6224606
MGYP002773984590,MGYP002548593200,0.6087902
MGYP002773984590,MGYP002537379531,0.65619504
MGYP002773984590,MGYP002773984590,1.0000002
MGYP002773984590,MGYP000831599676,0.6531139
MGYP002773984590,MGYP000512175703,0.6561938
MGYP002773984590,MGYP002621126900,0.6596356
MGYP002773984590,MGYP000355350673,0.69756925
MGYP002773984590,MGYP004587730217,0.6321607
MGYP002773984590,MGYP001625513938,0.70285773
MGYP002773984590,MGYP002711195220,0.6988106
MGYP002773984590,MGYP002968179266,0.6513407
MGYP002773984590,MGYP002706045347,0.628348
MGYP002773984590,MGYP002968172819,0.6590141
MGYP002773984590,MGYP000572664961,0.6322826
MGYP002773984590,MGYP000836895519,0.59657973
MGYP002773984590,MGYP000793778038,0.63634574
MGYP002773984590,MGYP004508035825,0.6371531
MGYP002773984590,MGYP002647451822,0.6118804
MGYP002773984590,MGYP000454781986,0.63979554
MGYP002773984590,MGYP000785408389,0.6131651
MGYP002773984590,MGYP000180421457,0.59254426
MGYP002773984590,MGYP000970211444,0.5822679
MGYP002773984590,MGYP000369388215,0.6077714
MGYP002773984590,MGYP000828032861,0.61353403
MGYP002773984590,MGYP000584739384,0.6474794
MGYP002773984590,MGYP002252231435,0.585929
MGYP002773984590,MGYP003209376639,0.6105033
MGYP002773984590,MGYP004537178793,0.6283839
MGYP002773984590,MGYP001537056972,0.6240861
MGYP000543419119,MGYP000543419119,0.99999994
MGYP000543419119,MGYP004522566017,0.67673653
MGYP000543419119,MGYP000264349491,0.64194226
MGYP000543419119,MGYP000772206380,0.61144274
MGYP004675360521,MGYP004675360521,1.0000002
MGYP000454781986,MGYP004537990815,0.68178856
MGYP000454781986,MGYP003366750658,0.60792965
MGYP000454781986,MGYP000242428424,0.6062437
MGYP000454781986,MGYP000369388215,0.8932353
MGYP000454781986,MGYP002097459013,0.6530056
MGYP000454781986,MGYP002772374854,0.5989892
MGYP000454781986,MGYP001658011065,0.6120582
MGYP000454781986,MGYP000330990323,0.6113083
MGYP000454781986,MGYP000790265781,0.8986565
MGYP000454781986,MGYP000233593688,0.60119545
MGYP000454781986,MGYP000475571677,0.6201221
MGYP000454781986,MGYP002548593200,0.6484141
MGYP000454781986,MGYP000330813549,0.5954534
MGYP000454781986,MGYP000836895519,0.6025511
MGYP000454781986,MGYP002968179266,0.6261376
MGYP000454781986,MGYP000107991404,0.61334014
MGYP000454781986,MGYP000432918253,0.91270125
MGYP000454781986,MGYP004537178793,0.6717282
MGYP000454781986,MGYP000970211444,0.5940358
MGYP000454781986,MGYP003372142957,0.5952848
MGYP000454781986,MGYP002621126900,0.61658335
MGYP000454781986,MGYP005760342571,0.6171851
MGYP000454781986,MGYP000793778038,0.6485305
MGYP000454781986,MGYP002968172819,0.62550735
MGYP000454781986,MGYP001071654292,0.60126716
MGYP000454781986,MGYP002706045347,0.6010077
MGYP000454781986,MGYP000454781986,0.99999964
MGYP000454781986,MGYP003209376639,0.88736725
MGYP000454781986,MGYP002647451822,0.6780219
MGYP000454781986,MGYP004707627243,0.6093886
MGYP000454781986,MGYP004657630737,0.6166202
MGYP000454781986,MGYP000180421457,0.6078663
MGYP000454781986,MGYP000831599676,0.5980412
MGYP000454781986,MGYP004587730217,0.6081157
MGYP000454781986,MGYP000512175703,0.60514975
MGYP000454781986,MGYP002225496675,0.5994632
MGYP000454781986,MGYP000254552526,0.62334067
MGYP000454781986,MGYP000828032861,0.6283489
MGYP000454781986,MGYP002624607216,0.59509385
MGYP002948904765,MGYP002948904765,0.9999999
MGYP000666979489,MGYP000277752244,0.64114773
MGYP000666979489,MGYP000666979489,0.9999998
MGYP000666979489,MGYP004460294889,0.72699285
MGYP000666979489,MGYP002562341944,0.6962587
MGYP000666979489,MGYP002747666767,0.65010905
MGYP000666979489,MGYP005739698605,0.6090349
MGYP000666979489,MGYP001105794604,0.6413482
MGYP000666979489,MGYP001791041330,0.6388854
MGYP000781125742,MGYP005835519519,0.66756725
MGYP000781125742,MGYP004498132649,0.6637531
MGYP000781125742,MGYP002799432701,0.66864806
MGYP000781125742,MGYP003213785063,0.69704
MGYP000781125742,MGYP000781125742,1.0
MGYP000781125742,MGYP004542187899,0.7341851
MGYP000781125742,MGYP000355350673,0.69222444
MGYP000781125742,MGYP001625513938,0.6837391
MGYP000781125742,MGYP001535076276,0.6823065
MGYP000781125742,MGYP003271284602,0.6817739
MGYP000781125742,MGYP001083512405,0.6802413
MGYP000781125742,MGYP001005692531,0.657933
MGYP000781125742,MGYP000019185430,0.65387124
MGYP002678330434,MGYP000174738846,0.7411042
MGYP002678330434,MGYP002648928978,0.6628574
MGYP002678330434,MGYP000478590180,0.6583677
MGYP002678330434,MGYP002552746564,0.7371272
MGYP002678330434,MGYP002678330434,1.0
MGYP002678330434,MGYP000865533809,0.6715232
MGYP002678330434,MGYP004592551343,0.6787845
MGYP002678330434,MGYP002791515080,0.67241865
MGYP005851047575,MGYP005851047575,0.9999998
MGYP005851047575,MGYP001454175687,0.7440031
MGYP000512175703,MGYP004537990815,0.6455551
MGYP000512175703,MGYP001177758743,0.6218294
MGYP000512175703,MGYP003366750658,0.7410128
MGYP000512175703,MGYP000242428424,0.6596683
MGYP000512175703,MGYP000369388215,0.6521149
MGYP000512175703,MGYP002097459013,0.64075285
MGYP000512175703,MGYP002582422754,0.72136575
MGYP000512175703,MGYP002596842972,0.69914466
MGYP000512175703,MGYP002252231435,0.6746267
MGYP000512175703,MGYP001658011065,0.65323466
MGYP000512175703,MGYP000330990323,0.6916782
MGYP000512175703,MGYP000233593688,0.69529784
MGYP000512175703,MGYP000475571677,0.64892733
MGYP000512175703,MGYP000330813549,0.66329813
MGYP000512175703,MGYP004508035825,0.65708154
MGYP000512175703,MGYP000836895519,0.6696801
MGYP000512175703,MGYP002968179266,0.6947012
MGYP000512175703,MGYP000970211444,0.6735137
MGYP000512175703,MGYP002621126900,0.6764548
MGYP000512175703,MGYP000793778038,0.64766043
MGYP000512175703,MGYP002968172819,0.67256165
MGYP000512175703,MGYP002706045347,0.67247224
MGYP000512175703,MGYP004657630737,0.6562437
MGYP000512175703,MGYP002647451822,0.6440726
MGYP000512175703,MGYP000828032861,0.66115683
MGYP000512175703,MGYP000180421457,0.66040397
MGYP000512175703,MGYP003209376639,0.6482465
MGYP000512175703,MGYP004587730217,0.7526712
MGYP000512175703,MGYP000831599676,0.9222428
MGYP000512175703,MGYP000512175703,1.0
MGYP000512175703,MGYP000572664961,0.6564276
MGYP000512175703,MGYP000107991404,0.64643997
MGYP000512175703,MGYP000785408389,0.64862394
MGYP002762243446,MGYP002792714219,0.718001
MGYP002762243446,MGYP002417823155,0.7143091
MGYP002762243446,MGYP002329824910,0.72863275
MGYP002762243446,MGYP002762243446,1.0000002
MGYP002762243446,MGYP000579049302,0.7201505
MGYP002762243446,MGYP002569536377,0.71704423
MGYP002762243446,MGYP000986538159,0.65111107
MGYP004592551343,MGYP000174738846,0.68857056
MGYP004592551343,MGYP002648928978,0.8195368
MGYP004592551343,MGYP000478590180,0.7525852
MGYP004592551343,MGYP002552746564,0.69146866
MGYP004592551343,MGYP002791515080,0.6796852
MGYP004592551343,MGYP004592551343,1.0000002
MGYP004592551343,MGYP000865533809,0.64847934
MGYP000383952048,MGYP002724772318,0.7903732
MGYP000383952048,MGYP000921372588,0.64391065
MGYP000383952048,MGYP001835654669,0.7732862
MGYP000383952048,MGYP000636505741,0.78826606
MGYP000383952048,MGYP000047760594,0.64684993
MGYP000383952048,MGYP000383952048,0.99999964
MGYP000383952048,MGYP002088039562,0.7795701
MGYP004727316357,MGYP001482686427,0.66327006
MGYP004727316357,MGYP000714263650,0.70538235
MGYP004727316357,MGYP004727316357,0.9999998
MGYP004727316357,MGYP000453102777,0.7112049
MGYP004727316357,MGYP003520953836,0.71579504
MGYP004727316357,MGYP004567310477,0.70331734
MGYP004727316357,MGYP002483953981,0.70334995
MGYP004727316357,MGYP001249892355,0.694922
MGYP004727316357,MGYP000614021289,0.67569447
MGYP004727316357,MGYP003054367316,0.62723976
MGYP002772374854,MGYP004537990815,0.6450791
MGYP002772374854,MGYP000242428424,0.77011615
MGYP002772374854,MGYP000369388215,0.64674616
MGYP002772374854,MGYP002097459013,0.6426473
MGYP002772374854,MGYP002772374854,1.0000004
MGYP002772374854,MGYP000107991404,0.7574773
MGYP002772374854,MGYP004707627243,0.65798205
MGYP002772374854,MGYP003209376639,0.6495864
MGYP002772374854,MGYP000180421457,0.6580527
MGYP002772374854,MGYP002647451822,0.6419625
MGYP002772374854,MGYP002624607216,0.6495759
MGYP002772374854,MGYP002548593200,0.64110804
MGYP002772374854,MGYP001658011065,0.6335305
MGYP002772374854,MGYP000970211444,0.6387088
MGYP002772374854,MGYP000233593688,0.64165556
MGYP002772374854,MGYP000836895519,0.6450892
MGYP002772374854,MGYP002968179266,0.6268461
MGYP002772374854,MGYP004597713835,0.6334053
MGYP002772374854,MGYP002582422754,0.62125516
MGYP002772374854,MGYP004657630737,0.64276516
MGYP002772374854,MGYP000828032861,0.6369244
MGYP002772374854,MGYP000790265781,0.62237275
MGYP002772374854,MGYP005835519519,0.62777543
MGYP002772374854,MGYP000432918253,0.60446805
MGYP002772374854,MGYP000793778038,0.6235975
MGYP003197057007,MGYP002451786025,0.6269952
MGYP003197057007,MGYP000264349491,0.63928896
MGYP003197057007,MGYP004522566017,0.6432714
MGYP003197057007,MGYP000772206380,0.6425214
MGYP003197057007,MGYP003197057007,0.99999994
MGYP000984234095,MGYP001446186185,0.6389211
MGYP000984234095,MGYP005752750495,0.66343313
MGYP000984234095,MGYP003219210560,0.6651788
MGYP000984234095,MGYP003235323031,0.647373
MGYP000984234095,MGYP000759053676,0.7599376
MGYP000984234095,MGYP000277752244,0.66709685
MGYP000984234095,MGYP000357694146,0.72162414
MGYP000984234095,MGYP003402821759,0.81712604
MGYP000984234095,MGYP002544779633,0.6602825
MGYP000984234095,MGYP001999369185,0.6429206
MGYP000984234095,MGYP004556387415,0.6706739
MGYP000984234095,MGYP001118193222,0.6461184
MGYP000984234095,MGYP002613113121,0.6441158
MGYP000984234095,MGYP002581703001,0.6571587
MGYP000984234095,MGYP000984234095,1.0000002
MGYP000984234095,MGYP000753076393,0.85401887
MGYP000984234095,MGYP005905502441,0.84449613
MGYP000984234095,MGYP000407588565,0.7905725
MGYP000984234095,MGYP000656361253,0.7778977
MGYP000984234095,MGYP003165263595,0.78269386
MGYP000984234095,MGYP002724691799,0.6641969
MGYP000984234095,MGYP002562354820,0.63547033
MGYP000984234095,MGYP002562341944,0.6443922
MGYP001482686427,MGYP001482686427,1.0
MGYP001482686427,MGYP001249892355,0.65180564
MGYP001482686427,MGYP003520953836,0.6502325
MGYP001482686427,MGYP002483953981,0.65420055
MGYP001482686427,MGYP000714263650,0.64721924
MGYP001482686427,MGYP000453102777,0.6481918
MGYP001482686427,MGYP004567310477,0.62592864
MGYP001482686427,MGYP000614021289,0.6341796
MGYP001482686427,MGYP000407588565,0.63583744
MGYP000615213649,MGYP000615213649,0.99999976
MGYP000615213649,MGYP004720212575,0.6847108
MGYP000615213649,MGYP002711195220,0.64449507
MGYP000615213649,MGYP003170694309,0.66811407
MGYP000615213649,MGYP005766428601,0.62996274
MGYP005934872295,MGYP000610346140,0.63301504
MGYP005934872295,MGYP002657182510,0.7707753
MGYP005934872295,MGYP004471291955,0.75529605
MGYP005934872295,MGYP000238418999,0.6390916
MGYP005934872295,MGYP001463915649,0.64113575
MGYP005934872295,MGYP005934872295,1.0
MGYP000038231701,MGYP002044942994,0.6382041
MGYP000038231701,MGYP000038231701,1.0
MGYP001118193222,MGYP001446186185,0.64707756
MGYP001118193222,MGYP005752750495,0.7533243
MGYP001118193222,MGYP003219210560,0.7498968
MGYP001118193222,MGYP003235323031,0.65559727
MGYP001118193222,MGYP000759053676,0.646194
MGYP001118193222,MGYP000277752244,0.6990772
MGYP001118193222,MGYP000357694146,0.648135
MGYP001118193222,MGYP003402821759,0.64586854
MGYP001118193222,MGYP002544779633,0.78721184
MGYP001118193222,MGYP004556387415,0.73496026
MGYP001118193222,MGYP001118193222,0.9999999
MGYP001118193222,MGYP002581703001,0.81187224
MGYP001118193222,MGYP002724691799,0.73522747
MGYP001118193222,MGYP005816352167,0.6970115
MGYP001118193222,MGYP002445228188,0.6701324
MGYP001118193222,MGYP005905502441,0.6288126
MGYP001118193222,MGYP003165263595,0.6538619
MGYP001118193222,MGYP000407588565,0.6387136
MGYP001118193222,MGYP000753076393,0.63061357
MGYP001118193222,MGYP000656361253,0.63660574
MGYP003199584628,MGYP003199584628,1.0
MGYP003199584628,MGYP002431544968,0.7917377
MGYP003199584628,MGYP000178951410,0.7808391
MGYP003199584628,MGYP002765735307,0.7695269
MGYP003199584628,MGYP003232619700,0.70943755
MGYP003199584628,MGYP002587508304,0.6897249
MGYP003199584628,MGYP000958813304,0.6812967
MGYP003199584628,MGYP003252769843,0.6808134
MGYP003199584628,MGYP002599272175,0.68608654
MGYP003199584628,MGYP004662378495,0.6660653
MGYP003199584628,MGYP002762618988,0.6814413
MGYP003199584628,MGYP002751051475,0.67131793
MGYP003199584628,MGYP000177642100,0.66916376
MGYP003199584628,MGYP002726347777,0.65840435
MGYP003199584628,MGYP001298575594,0.65676916
MGYP003199584628,MGYP002726883862,0.6685071
MGYP003199584628,MGYP002562354820,0.64576995
MGYP003199584628,MGYP002517165877,0.6483802
MGYP000171574687,MGYP000729597009,0.83651686
MGYP000171574687,MGYP002427897290,0.78183424
MGYP000171574687,MGYP000595101451,0.66618115
MGYP000171574687,MGYP000171574687,0.9999999
MGYP002310890963,MGYP001177758743,0.6347523
MGYP002310890963,MGYP000369388215,0.64650184
MGYP002310890963,MGYP002097459013,0.6579405
MGYP002310890963,MGYP002582422754,0.6645796
MGYP002310890963,MGYP002252231435,0.6528706
MGYP002310890963,MGYP002511623323,0.64251846
MGYP002310890963,MGYP002298052746,0.66086316
MGYP002310890963,MGYP001658011065,0.6917532
MGYP002310890963,MGYP000330990323,0.6557488
MGYP002310890963,MGYP000790265781,0.6436035
MGYP002310890963,MGYP000475571677,0.6458045
MGYP002310890963,MGYP002548593200,0.66722596
MGYP002310890963,MGYP000757867350,0.6654737
MGYP002310890963,MGYP002624607216,0.66612804
MGYP002310890963,MGYP003056818173,0.64124346
MGYP002310890963,MGYP000330813549,0.64707
MGYP002310890963,MGYP002585578476,0.67790085
MGYP002310890963,MGYP002310890963,1.0
MGYP002310890963,MGYP001071654292,0.7810405
MGYP002310890963,MGYP004657630737,0.7028675
MGYP002310890963,MGYP000254552526,0.704756
MGYP002310890963,MGYP000209894141,0.6820432
MGYP002310890963,MGYP004570455549,0.6809553
MGYP002310890963,MGYP002225496675,0.67550504
MGYP002310890963,MGYP003372142957,0.67327005
MGYP002310890963,MGYP000178852111,0.6745993
MGYP002310890963,MGYP004597713835,0.66113925
MGYP002310890963,MGYP002647451822,0.6691741
MGYP002310890963,MGYP003288708258,0.66766703
MGYP002310890963,MGYP002230348848,0.66913795
MGYP002310890963,MGYP002596084419,0.67135733
MGYP002310890963,MGYP000180421457,0.6721895
MGYP002310890963,MGYP000718045561,0.64557445
MGYP002310890963,MGYP004537990815,0.64417446
MGYP002310890963,MGYP000970211444,0.64406884
MGYP002310890963,MGYP000836895519,0.6556889
MGYP002310890963,MGYP002706045347,0.6429894
MGYP002310890963,MGYP000893922707,0.65000606
MGYP002310890963,MGYP000242428424,0.64660704
MGYP002310890963,MGYP002658373504,0.64789104
MGYP002310890963,MGYP002770660688,0.6343765
MGYP002310890963,MGYP000793778038,0.64098984
MGYP002310890963,MGYP000828032861,0.64644355
MGYP002310890963,MGYP003366750658,0.64481133
MGYP002310890963,MGYP000831599676,0.6477423
MGYP002310890963,MGYP002621126900,0.65205026
MGYP002310890963,MGYP002968172819,0.6401264
MGYP002310890963,MGYP003209376639,0.65479946
MGYP000330813549,MGYP001177758743,0.62028027
MGYP000330813549,MGYP003366750658,0.6692812
MGYP000330813549,MGYP000369388215,0.63900125
MGYP000330813549,MGYP002252231435,0.66049325
MGYP000330813549,MGYP001658011065,0.63555384
MGYP000330813549,MGYP000330990323,0.6662804
MGYP000330813549,MGYP000233593688,0.66732883
MGYP000330813549,MGYP000475571677,0.6482233
MGYP000330813549,MGYP000330813549,1.0000002
MGYP000330813549,MGYP002968179266,0.66412073
MGYP000330813549,MGYP002706045347,0.6734992
MGYP000330813549,MGYP000831599676,0.66033214
MGYP000330813549,MGYP002621126900,0.6480019
MGYP000330813549,MGYP000970211444,0.66654736
MGYP000330813549,MGYP004587730217,0.63333654
MGYP000330813549,MGYP002968172819,0.6540035
MGYP000330813549,MGYP000107991404,0.65569085
MGYP000330813549,MGYP001071654292,0.642185
MGYP000330813549,MGYP000836895519,0.64363956
MGYP000330813549,MGYP000793778038,0.63455236
MGYP000330813549,MGYP002225496675,0.6355299
MGYP000330813549,MGYP004508035825,0.64292365
MGYP000330813549,MGYP000180421457,0.6279671
MGYP000330813549,MGYP000209894141,0.6464381
MGYP000330813549,MGYP004657630737,0.64094245
MGYP000330813549,MGYP000828032861,0.64643264
MGYP000330813549,MGYP000572664961,0.63966405
MGYP000330813549,MGYP000785408389,0.640074
MGYP000330813549,MGYP003372142957,0.6452464
MGYP000290842358,MGYP006437429371,0.65652895
MGYP000290842358,MGYP000290842358,1.0000001
MGYP005978092867,MGYP002725035963,0.7525847
MGYP005978092867,MGYP003106869267,0.71177137
MGYP005978092867,MGYP000905075317,0.6164674
MGYP005978092867,MGYP001745492280,0.7449853
MGYP005978092867,MGYP005978092867,0.9999998
MGYP005978092867,MGYP005772165377,0.764238
MGYP002731345424,MGYP002596842972,0.7043941
MGYP002731345424,MGYP001066010926,0.6332699
MGYP002731345424,MGYP002537379531,0.7104868
MGYP002731345424,MGYP004720212575,0.71896803
MGYP002731345424,MGYP002082439762,0.6333661
MGYP002731345424,MGYP000584739384,0.65413594
MGYP002731345424,MGYP001537056972,0.63680524
MGYP002731345424,MGYP000874539173,0.63341415
MGYP002731345424,MGYP002711195220,0.7127913
MGYP002731345424,MGYP002731345424,0.99999976
MGYP002731345424,MGYP004495087273,0.6643268
MGYP006419270257,MGYP003387547266,0.65528786
MGYP006419270257,MGYP006419270257,1.0
MGYP000753076393,MGYP005752750495,0.6600809
MGYP000753076393,MGYP003219210560,0.65276325
MGYP000753076393,MGYP003235323031,0.6466799
MGYP000753076393,MGYP000759053676,0.75307465
MGYP000753076393,MGYP000357694146,0.7054618
MGYP000753076393,MGYP003402821759,0.82973915
MGYP000753076393,MGYP002544779633,0.6629225
MGYP000753076393,MGYP001999369185,0.65677094
MGYP000753076393,MGYP004556387415,0.6662574
MGYP000753076393,MGYP002613113121,0.6537789
MGYP000753076393,MGYP002581703001,0.6589662
MGYP000753076393,MGYP002562354820,0.6435293
MGYP000753076393,MGYP000664837249,0.644356
MGYP000753076393,MGYP000656361253,0.785411
MGYP000753076393,MGYP002562341944,0.62905306
MGYP000753076393,MGYP005905502441,0.8345213
MGYP000753076393,MGYP000407588565,0.79346025
MGYP000753076393,MGYP002724691799,0.6593601
MGYP000753076393,MGYP000753076393,0.9999997
MGYP000753076393,MGYP003165263595,0.7729144
MGYP003366750658,MGYP003366750658,0.99999994
MGYP003366750658,MGYP000831599676,0.7341901
MGYP003366750658,MGYP002582422754,0.70710325
MGYP003366750658,MGYP004587730217,0.7002022
MGYP003366750658,MGYP000330990323,0.69161814
MGYP003366750658,MGYP002968179266,0.6849134
MGYP003366750658,MGYP002596842972,0.6565067
MGYP003366750658,MGYP002621126900,0.68150115
MGYP003366750658,MGYP002252231435,0.6762243
MGYP003366750658,MGYP002968172819,0.67442155
MGYP003366750658,MGYP002706045347,0.6724129
MGYP003366750658,MGYP000793778038,0.6562506
MGYP003366750658,MGYP000233593688,0.66765076
MGYP003366750658,MGYP000836895519,0.66230136
MGYP003366750658,MGYP000970211444,0.6588689
MGYP003366750658,MGYP000572664961,0.6537446
MGYP003366750658,MGYP000369388215,0.6519129
MGYP003366750658,MGYP000180421457,0.6521117
MGYP003366750658,MGYP000828032861,0.6547623
MGYP003366750658,MGYP003209376639,0.6503645
MGYP003366750658,MGYP000475571677,0.65421844
MGYP003366750658,MGYP000790265781,0.6381398
MGYP003366750658,MGYP002548593200,0.65688324
MGYP003366750658,MGYP000785408389,0.64468336
MGYP003366750658,MGYP004508035825,0.6358887
MGYP003366750658,MGYP002097459013,0.6429748
MGYP003366750658,MGYP000242428424,0.6536436
MGYP003366750658,MGYP000107991404,0.6499881
MGYP003366750658,MGYP004657630737,0.64976096
MGYP003366750658,MGYP004537178793,0.63528925
MGYP003366750658,MGYP000432918253,0.60297555
MGYP003366750658,MGYP001658011065,0.65477043
MGYP003366750658,MGYP000254552526,0.6571789
MGYP003206304138,MGYP003206304138,1.0000001
MGYP000277752244,MGYP002582395822,0.73577356
MGYP000277752244,MGYP003219210560,0.7183113
MGYP000277752244,MGYP000277752244,0.9999999
MGYP000277752244,MGYP002445228188,0.6823935
MGYP000277752244,MGYP000759053676,0.6628571
MGYP000277752244,MGYP000357694146,0.66888875
MGYP000277752244,MGYP005816352167,0.6918212
MGYP000277752244,MGYP003165263595,0.6765175
MGYP000277752244,MGYP001791041330,0.67172813
MGYP000277752244,MGYP004460294889,0.6325433
MGYP000277752244,MGYP002562341944,0.63799596
MGYP001005692531,MGYP005835519519,0.62781477
MGYP001005692531,MGYP004498132649,0.6659286
MGYP001005692531,MGYP002799432701,0.633567
MGYP001005692531,MGYP003213785063,0.6498534
MGYP001005692531,MGYP003271284602,0.63783336
MGYP001005692531,MGYP001083512405,0.6326107
MGYP001005692531,MGYP001005692531,0.99999994
MGYP001005692531,MGYP001535076276,0.67258704
MGYP001005692531,MGYP004542187899,0.65998936
MGYP001005692531,MGYP000019185430,0.6507323
MGYP001005692531,MGYP001625513938,0.62921643
MGYP001005692531,MGYP000355350673,0.6354072
MGYP001063576695,MGYP001063576695,1.0
MGYP001063576695,MGYP002517165877,0.77490383
